Index;Issue;IVersion;OVersion;AVersion;FixVersion
373;TAJO-340;0.2.0;0.8.0;0.2.0;0.8.0;
374;TAJO-344;0.2.0;0.8.0;0.2.0;0.8.0;
375;TAJO-345;0.2.0;0.8.0;0.2.0;0.8.0;
376;TAJO-347;0.2.0;0.8.0;0.2.0;0.8.0;
377;TAJO-354;0.2.0;0.8.0;0.2.0;0.8.0;
378;TAJO-357;0.2.0;0.8.0;0.2.0;0.8.0;
379;TAJO-360;0.2.0;0.8.0;0.2.0;0.8.0;
380;TAJO-372;0.2.0;0.8.0;0.2.0;0.8.0;
381;TAJO-375;0.2.0;0.8.0;0.2.0;0.8.0;
382;TAJO-38;0.2.0;0.2.0;;0.2.0;
383;TAJO-387;0.2.0;0.8.0;0.2.0;0.8.0;
384;TAJO-388;0.2.0;0.8.0;0.2.0;0.8.0;
385;TAJO-389;0.2.0;0.8.0;0.2.0;0.8.0;
386;TAJO-390;0.2.0;0.8.0;0.2.0;0.8.0;
387;TAJO-393;0.2.0;0.8.0;0.2.0;0.8.0;
388;TAJO-403;0.8.0;0.8.0;;0.8.0;
389;TAJO-404;0.2.0;0.8.0;0.2.0;0.8.0;
390;TAJO-407;0.2.0;0.8.0;0.2.0;0.8.0;
391;TAJO-41;0.2.0;0.2.0;;0.2.0;
392;TAJO-410;0.2.0;0.8.0;0.2.0;0.8.0;
393;TAJO-411;0.2.0;0.8.0;0.2.0;0.8.0;
394;TAJO-414;0.2.0;0.8.0;0.2.0;0.8.0;
395;TAJO-415;0.2.0;0.8.0;0.2.0;0.8.0;
396;TAJO-417;0.2.0;0.8.0;0.2.0;0.8.0;
397;TAJO-418;0.2.0;0.8.0;0.2.0;0.8.0;
398;TAJO-422;0.8.0;0.8.0;;0.8.0;
399;TAJO-426;0.8.0;0.8.0;;0.8.0;
400;TAJO-427;0.8.0;0.8.0;0.8.0;0.9.0;
401;TAJO-428;0.8.0;0.8.0;;0.8.0;
402;TAJO-431;0.8.0;0.8.0;;0.8.0;
403;TAJO-442;0.2.0;0.8.0;0.2.0;0.8.0;
404;TAJO-443;0.8.0;0.8.0;;0.8.0;
405;TAJO-444;0.2.0;0.8.0;0.2.0;0.8.0;
406;TAJO-448;0.2.0;0.8.0;0.2.0;0.8.0;
407;TAJO-450;0.8.0;0.8.0;;0.8.0;
408;TAJO-451;0.2.0;0.8.0;0.2.0;0.8.0;
409;TAJO-452;0.2.0;0.8.0;0.2.0;0.8.0;
410;TAJO-454;0.2.0;0.8.0;0.2.0;0.8.0;
411;TAJO-46;0.2.0;0.2.0;;0.2.0;
412;TAJO-467;0.2.0;0.8.0;0.2.0;0.8.0;
413;TAJO-469;0.8.0;0.8.0;;0.8.0;
414;TAJO-47;0.2.0;0.2.0;;0.2.0;
415;TAJO-470;0.2.0;0.8.0;0.2.0;0.8.0;
416;TAJO-479;0.2.0;0.8.0;0.2.0;0.8.0;
417;TAJO-48;0.2.0;0.2.0;;0.2.0;
418;TAJO-484;0.2.0;0.8.0;0.2.0;0.8.0;
419;TAJO-485;0.2.0;0.8.0;0.2.0;0.8.0;
420;TAJO-488;0.2.0;0.8.0;0.2.0;0.8.0;
421;TAJO-490;0.8.0;0.8.0;;0.8.0;
422;TAJO-493;0.2.0;0.8.0;0.2.0;0.8.0;
423;TAJO-496;0.8.0;0.8.0;;0.8.0;
424;TAJO-502;0.8.0;0.8.0;;0.8.0;
425;TAJO-503;0.8.0;0.8.0;;0.8.0;
426;TAJO-506;0.8.0;0.8.0;;0.8.0;
427;TAJO-511;0.2.0;0.8.0;0.2.0;0.8.0;
428;TAJO-518;0.2.0;0.8.0;0.2.0;0.8.0;
429;TAJO-522;0.8.0;0.8.0;;0.8.0;
430;TAJO-537;0.8.0;0.8.0;;0.8.0;
431;TAJO-538;0.2.0;0.8.0;0.2.0;0.8.0;
432;TAJO-54;0.2.0;0.2.0;;0.2.0;
433;TAJO-544;0.8.0;0.8.0;;0.8.0;
434;TAJO-551;0.2.0;0.8.0;0.2.0;0.8.0;
435;TAJO-552;0.2.0;0.8.0;0.2.0;0.8.0;
436;TAJO-554;0.2.0;0.8.0;0.2.0;0.8.0;
437;TAJO-556;0.8.0;0.8.0;;0.8.0;
438;TAJO-558;0.8.0;0.8.0;;0.8.0;
439;TAJO-559;0.2.0;0.8.0;0.2.0;0.8.0;
440;TAJO-560;0.2.0;0.8.0;0.2.0;0.8.0;
441;TAJO-563;0.8.0;0.8.0;0.8.0;0.9.0;
442;TAJO-565;0.2.0;0.8.0;0.2.0;0.8.0;
443;TAJO-566;0.2.0;0.8.0;0.2.0;0.8.0;
444;TAJO-567;0.2.0;0.8.0;0.2.0;0.8.0;
445;TAJO-568;0.2.0;0.8.0;0.2.0;0.8.0;
446;TAJO-569;0.2.0;0.8.0;0.2.0;0.8.0;
447;TAJO-570;0.2.0;0.8.0;0.2.0;0.8.0;
448;TAJO-575;0.8.0;0.8.0;;0.8.0;
449;TAJO-577;0.2.0;0.8.0;0.2.0;0.8.0;
450;TAJO-581;0.2.0;0.8.0;0.2.0;0.8.0;
451;TAJO-582;0.8.0;0.8.0;;0.8.0;
452;TAJO-583;0.2.0;0.8.0;0.2.0;0.8.0;
453;TAJO-586;0.8.0;0.8.0;;0.8.0;
454;TAJO-588;0.8.0;0.8.0;;0.8.0;
455;TAJO-590;0.8.0;0.8.0;0.8.0;0.9.0;
456;TAJO-593;0.2.0;0.8.0;0.2.0;0.8.0;
457;TAJO-594;0.8.0;0.8.0;;0.8.0;
458;TAJO-595;0.2.0;0.8.0;0.2.0;0.8.0;
459;TAJO-597;0.8.0;0.8.0;;0.8.0;
460;TAJO-606;0.8.0;0.8.0;;0.8.0;
461;TAJO-609;0.2.0;0.8.0;0.2.0;0.8.0;
462;TAJO-610;0.2.0;0.8.0;0.2.0;0.8.0;
463;TAJO-612;0.8.0;0.8.0;;0.8.0;
464;TAJO-619;0.8.0;0.8.0;0.8.0;0.9.0;
465;TAJO-620;0.8.0;0.8.0;0.8.0;0.9.0;
466;TAJO-624;0.8.0;0.8.0;0.8.0;0.9.0;
467;TAJO-628;0.8.0;0.8.0;0.8.0;0.9.0;
468;TAJO-630;0.8.0;0.8.0;0.8.0;0.9.0;
469;TAJO-635;0.8.0;0.8.0;0.8.0;0.9.0;
470;TAJO-638;0.8.0;0.8.0;0.8.0;0.9.0;
471;TAJO-640;0.8.0;0.8.0;0.8.0;0.9.0;
472;TAJO-641;0.8.0;0.8.0;0.8.0;0.9.0;
473;TAJO-645;0.8.0;0.8.0;0.8.0;0.9.0;
474;TAJO-646;0.8.0;0.8.0;;0.8.0;
475;TAJO-647;0.8.0;0.8.0;0.8.0;0.9.0;
476;TAJO-648;0.9.0;0.8.0;;0.9.0;
477;TAJO-65;0.2.0;0.2.0;;0.2.0;
478;TAJO-650;0.8.0;0.8.0;0.8.0;0.9.0;
479;TAJO-651;0.8.0;0.8.0;0.8.0;0.9.0;
480;TAJO-652;0.8.0;0.8.0;0.8.0;0.9.0;
481;TAJO-653;0.8.0;0.8.0;0.8.0;0.9.0;
482;TAJO-66;0.2.0;0.2.0;;0.2.0;
483;TAJO-663;0.8.0;0.8.0;0.8.0;0.9.0;
484;TAJO-666;0.8.0;0.8.0;0.8.0;0.9.0;
485;TAJO-672;0.8.0;0.8.0;0.8.0;0.9.0;
486;TAJO-679;0.8.0;0.8.0;;0.8.0;
487;TAJO-682;0.8.0;0.8.0;0.8.0;0.9.0;
488;TAJO-687;0.2.0;0.8.0;0.2.0;0.8.0;
489;TAJO-689;0.8.0;0.8.0;0.8.0;0.9.0;
490;TAJO-690;0.8.0;0.8.0;0.8.0;0.9.0;
491;TAJO-692;0.2.0;0.8.0;0.2.0;0.8.0;
492;TAJO-693;0.8.0;0.8.0;0.8.0;0.9.0;
493;TAJO-698;0.8.0;0.8.0;0.8.0;0.9.0;
494;TAJO-701;0.8.0;0.8.0;0.8.0;0.9.0;
495;TAJO-705;0.8.0;0.8.0;0.8.0;0.9.0;
496;TAJO-706;0.8.0;0.8.0;0.8.0;0.9.0;
497;TAJO-707;0.8.0;0.8.0;;0.8.0;
498;TAJO-708;0.9.0;0.8.0;;0.8.0;
499;TAJO-712;0.8.0;0.8.0;0.8.0;0.9.0;
500;TAJO-713;0.8.0;0.8.0;0.8.0;0.9.0;
501;TAJO-716;0.8.0;0.8.0;0.8.0;0.9.0;
502;TAJO-718;0.8.0;0.8.0;0.8.0;0.9.0;
503;TAJO-719;0.8.0;0.8.0;0.8.0;0.9.0;
504;TAJO-729;0.8.0;0.8.0;0.8.0;0.9.0;
505;TAJO-738;0.8.0;0.8.0;0.8.0;0.9.0;
506;TAJO-739;0.8.0;0.8.0;0.8.0;0.9.0;
507;TAJO-741;0.8.0;0.8.0;0.8.0;0.9.0;
508;TAJO-748;0.8.0;0.8.0;0.8.0;0.9.0;
509;TAJO-754;0.8.0;0.8.0;0.8.0;0.9.0;
510;TAJO-759;0.8.0;0.8.0;0.8.0;0.9.0;
511;TAJO-763;0.8.0;0.8.0;0.8.0;0.9.0;
512;TAJO-765;0.8.0;0.8.0;0.8.0;0.9.0;
513;TAJO-766;0.8.0;0.8.0;0.8.0;0.9.0;
514;TAJO-772;0.8.0;0.8.0;0.8.0;0.9.0;
515;TAJO-777;0.8.0;0.8.0;0.8.0;0.9.0;
516;TAJO-786;0.8.0;0.8.0;0.8.0;0.9.0;
517;TAJO-787;0.8.0;0.8.0;0.8.0;0.9.0;
518;TAJO-792;0.8.0;0.8.0;0.8.0;0.9.0;
519;TAJO-795;0.8.0;0.8.0;0.8.0;0.9.0;
520;TAJO-799;0.8.0;0.8.0;0.8.0;0.9.0;
521;TAJO-8;0.2.0;0.2.0;;0.2.0;
522;TAJO-80;0.2.0;0.2.0;;0.2.0;
523;TAJO-800;0.8.0;0.8.0;0.8.0;0.9.0;
524;TAJO-802;0.8.0;0.8.0;0.8.0;0.9.0;
525;TAJO-803;0.8.0;0.8.0;0.8.0;0.9.0;
526;TAJO-805;0.8.0;0.8.0;0.8.0;0.9.0;
527;TAJO-806;0.8.0;0.8.0;0.8.0;0.9.0;
528;TAJO-808;0.8.0;0.8.0;0.8.0;0.9.0;
529;TAJO-812;0.8.0;0.9.0;0.8.0;0.9.0;
530;TAJO-813;0.8.0;0.9.0;0.8.0;0.9.0;
531;TAJO-816;0.8.0;0.9.0;0.8.0;0.9.0;
532;TAJO-819;0.8.0;0.9.0;0.8.0;0.9.0;
533;TAJO-82;0.2.0;0.2.0;;0.2.0;
534;TAJO-821;0.8.0;0.9.0;0.8.0;0.9.0;
535;TAJO-823;0.8.0;0.9.0;0.8.0;0.9.0;
536;TAJO-827;0.8.0;0.9.0;0.8.0;0.9.0;
537;TAJO-829;0.8.0;0.9.0;0.8.0;0.9.0;
538;TAJO-830;0.8.0;0.9.0;0.8.0;0.9.0;
539;TAJO-832;0.8.0;0.9.0;0.8.0;0.9.0;
540;TAJO-833;0.8.0;0.9.0;0.8.0;0.9.0;
541;TAJO-839;0.8.0;0.9.0;0.8.0;0.9.0;
542;TAJO-848;0.8.0;0.9.0;0.8.0;0.9.0;
543;TAJO-850;0.8.0;0.9.0;0.8.0;0.9.0;
544;TAJO-851;0.8.0;0.9.0;0.8.0;0.9.0;
545;TAJO-852;0.8.0;0.9.0;0.8.0;0.9.0;
546;TAJO-858;0.8.0;0.9.0;0.8.0, 0.9.0, 0.10.0, 0.10.1, 0.11.1, 0.11.2, 0.11.3, 0.11.0;0.12.0;
547;TAJO-861;0.9.0;0.9.0;;0.9.0;
548;TAJO-862;0.8.0;0.9.0;0.8.0;0.9.0;
549;TAJO-863;0.8.0;0.9.0;0.8.0;0.9.0;
550;TAJO-866;0.8.0;0.9.0;0.8.0;0.9.0;
551;TAJO-867;0.8.0;0.9.0;0.8.0;0.9.0;
552;TAJO-868;0.8.0;0.9.0;0.8.0;0.9.0;
553;TAJO-869;0.9.0;0.9.0;;0.9.0;
554;TAJO-871;0.8.0;0.9.0;0.8.0;0.9.0;
555;TAJO-873;0.8.0;0.9.0;0.8.0;0.9.0;
556;TAJO-874;0.8.0;0.9.0;0.8.0;0.9.0;
557;TAJO-879;0.9.0;0.9.0;;0.9.0;
558;TAJO-880;0.8.0;0.9.0;0.8.0;0.9.0;
559;TAJO-881;0.8.0;0.9.0;0.8.0;0.9.0;
560;TAJO-882;0.8.0;0.9.0;0.8.0;0.9.0;
561;TAJO-884;0.8.0;0.9.0;0.8.0;0.9.0;
562;TAJO-89;0.8.0;0.2.0;0.8.0;0.9.0;
563;TAJO-891;0.8.0;0.9.0;0.8.0;0.9.0;
564;TAJO-894;0.8.0;0.9.0;0.8.0;0.9.0;
565;TAJO-896;0.8.0;0.9.0;0.8.0;0.9.0;
566;TAJO-897;0.8.0;0.9.0;0.8.0;0.9.0;
567;TAJO-898;0.8.0;0.9.0;0.8.0;0.9.0;
568;TAJO-899;0.8.0;0.9.0;0.8.0;0.9.0;
569;TAJO-902;0.8.0;0.9.0;0.8.0;0.9.0;
570;TAJO-904;0.8.0;0.9.0;0.8.0;0.9.0;
571;TAJO-905;0.8.0;0.9.0;0.8.0;0.9.0;
572;TAJO-908;0.8.0;0.9.0;0.8.0;0.9.0;
573;TAJO-909;0.8.0;0.9.0;0.8.0;0.9.0;
574;TAJO-912;0.8.0;0.9.0;0.8.0;0.9.0;
575;TAJO-913;0.8.0;0.9.0;0.8.0;0.9.0;
576;TAJO-914;0.8.0;0.9.0;0.8.0;0.9.0;
577;TAJO-916;0.8.0;0.9.0;0.8.0;0.9.0;
578;TAJO-925;0.8.0;0.9.0;0.8.0;0.9.0;
579;TAJO-926;0.8.0;0.9.0;0.8.0;0.9.0;
580;TAJO-927;0.8.0;0.9.0;0.8.0;0.9.0;
581;TAJO-929;0.8.0;0.9.0;0.8.0;0.9.0;
582;TAJO-934;0.8.0;0.9.0;0.8.0;0.9.0;
583;TAJO-936;0.8.0;0.9.0;0.8.0;0.9.0;
584;TAJO-939;0.8.0;0.9.0;0.8.0;0.9.0;
585;TAJO-945;0.8.0;0.9.0;0.8.0;0.9.0;
586;TAJO-946;0.9.0;0.9.0;0.9.0;0.10.0;
587;TAJO-947;0.8.0;0.9.0;0.8.0;0.9.0;
588;TAJO-948;0.8.0;0.9.0;0.8.0;0.9.0;
589;TAJO-949;0.8.0;0.9.0;0.8.0;0.9.0;
590;TAJO-952;0.8.0;0.9.0;0.8.0;0.9.0;
591;TAJO-957;0.8.0;0.9.0;0.8.0;0.9.0;
592;TAJO-960;0.8.0;0.9.0;0.8.0;0.9.0;
593;TAJO-961;0.8.0;0.9.0;0.8.0;0.9.0;
594;TAJO-962;0.8.0;0.9.0;0.8.0;0.9.0;
595;TAJO-965;0.8.0;0.9.0;0.8.0;0.9.0;
596;TAJO-968;0.8.0;0.9.0;0.8.0;0.9.0;
597;TAJO-969;0.8.0;0.9.0;0.8.0;0.9.0;
598;TAJO-972;0.8.0;0.9.0;0.8.0;0.9.0;
599;TAJO-974;0.8.0;0.9.0;0.8.0;0.9.0;
600;TAJO-975;0.8.0;0.9.0;0.8.0;0.9.0;
601;TAJO-977;0.8.0;0.9.0;0.8.0;0.9.0;
602;TAJO-978;0.8.0;0.9.0;0.8.0;0.9.0;
603;TAJO-979;0.8.0;0.9.0;0.8.0;0.9.0;
604;TAJO-980;0.8.0;0.9.0;0.8.0;0.9.0;
605;TAJO-981;0.8.0;0.9.0;0.8.0;0.9.0;
606;TAJO-985;0.9.0;0.9.0;;0.9.0;
607;TAJO-986;0.8.0;0.9.0;0.8.0;0.9.0;
608;TAJO-994;0.8.0;0.9.0;0.8.0;0.9.0;
609;TAJO-995;0.9.0;0.9.0;;0.9.0;
610;TAJO-996;0.8.0;0.9.0;0.8.0;0.9.0;
611;TAJO-999;0.8.0;0.9.0;0.8.0;0.9.0;
