@relation 'BOOKKEEPER'

@attribute release numeric
@attribute fileName string
@attribute numberOfLines numeric
@attribute numberOfAuthors numeric
@attribute age numeric
@attribute weightAge numeric
@attribute numberOfCommits numeric
@attribute changeSetSize numeric
@attribute avgChangeSetSize numeric
@attribute maxChangeSetSize numeric
@attribute addedLines numeric
@attribute avgAddedLines numeric
@attribute maxAddedLines numeric
@attribute changedLines numeric
@attribute avgChangedLines numeric
@attribute maxChangedLines numeric
@attribute churn numeric
@attribute avgChurn numeric
@attribute maxChurn numeric
@attribute numberOfBugs numeric
@attribute buggy {NO,YES}

@data
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestWatchEnsembleChange.java,109,1,1,2,14,427,30,50,581,41,71,651,46,71,511,36,71,2,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java,646,19,19,1,7,350,50,50,21,3,3,56,8,8,-14,-2,0,1,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,342,31,31,1,7,350,50,50,154,22,22,294,42,42,14,2,2,1,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultipleThreadReadTest.java,314,1,1,2,14,357,25,50,98,7,12,364,26,50,-168,-12,2,2,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java,131,94,94,1,13,52,4,4,1703,131,131,1703,131,131,1703,131,131,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HexDumpEntryFormatter.java,53,1,1,1,3,6,2,2,159,53,53,159,53,53,159,53,53,1,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuthAutoRecoveryTest.java,111,1,1,1,3,66,22,22,333,111,111,333,111,111,333,111,111,1,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java,47,69,69,1,13,429,33,33,611,47,47,611,47,47,611,47,47,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,158,69,69,1,33,573,17,33,1798,54,94,2490,75,94,1106,33,94,3,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java,488,1,1,2,9,42,4,14,37,4,5,65,7,9,9,1,1,2,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,54,54,1,12,60,5,5,480,40,40,480,40,40,480,40,40,1,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,244,103,103,4,41,662,16,50,276,6,13,519,12,26,33,0,6,6,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerStorageTest.java,53,1,1,1,3,24,8,8,159,53,53,159,53,53,159,53,53,1,NO
5,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsLoggerImpl.java,86,1,1,1,3,45,15,15,258,86,86,258,86,86,258,86,86,1,NO
5,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsProvider.java,47,1,1,1,3,45,15,15,141,47,47,141,47,47,141,47,47,1,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,187,103,103,3,51,1052,20,50,157,3,12,308,6,15,6,0,9,6,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java,45,69,69,1,25,561,22,33,611,24,47,659,26,47,563,22,47,2,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,150,69,69,5,104,911,8,50,2562,24,90,2830,27,90,2294,22,90,11,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,320,69,69,4,118,962,8,33,5054,42,251,5304,44,251,4804,40,251,13,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/CleanupLedgerManager.java,226,1,1,2,13,130,10,16,1588,122,226,1588,122,226,1588,122,226,2,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,770,32,32,2,12,114,9,15,58,4,5,81,6,7,35,2,3,2,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,561,103,103,5,208,1185,5,33,3304,15,64,7240,34,168,-632,-3,47,22,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java,140,69,69,3,39,995,25,50,1846,47,136,1934,49,136,1758,45,136,4,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,201,42,42,4,48,521,10,50,2067,43,88,2083,43,88,2051,42,88,6,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,161,103,103,2,19,482,25,50,50,2,3,86,4,6,14,0,2,2,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java,108,24,24,2,16,458,28,50,365,22,39,372,23,39,358,22,39,2,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,274,22,22,3,29,131,4,7,512,17,28,534,18,29,490,16,27,3,YES
5,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,176,54,54,3,27,161,5,11,233,8,19,1241,45,91,-775,-28,0,3,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,148,54,54,4,95,833,8,19,2180,22,133,2276,23,133,2084,21,133,10,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,230,30,30,2,27,415,15,50,2580,95,230,2616,96,230,2544,94,230,3,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/conf/NoSystemPropertiesConfigurationTest.java,40,1,1,1,3,12,4,4,120,40,40,120,40,40,120,40,40,1,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,466,53,53,5,111,1170,10,50,5099,45,336,5745,51,336,4453,40,336,13,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,163,69,69,1,41,647,15,33,2151,52,144,2328,56,144,1974,48,144,4,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java,84,15,15,3,25,512,20,50,1041,41,80,1081,43,80,1001,40,80,4,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java,152,103,103,1,24,192,8,11,480,20,39,504,21,39,456,19,39,2,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,53,53,1,11,132,12,12,11,1,1,22,2,2,0,0,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RegionAwareEnsemblePlacementPolicy.java,603,1,1,2,5,31,6,14,61,12,15,117,23,31,5,1,4,2,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,85,46,46,2,18,198,11,19,912,50,55,912,50,55,912,50,55,2,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,144,103,103,1,35,324,9,12,526,15,36,620,17,42,432,12,30,3,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,50,103,103,3,21,158,7,11,235,11,25,308,14,25,162,7,25,3,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,53,60,0,2,9,27,3,3,0,0,0,45,5,5,-45,-5,0,1,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,103,103,1,12,180,15,15,144,12,12,264,22,22,24,2,2,1,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicyUsingScript.java,321,1,1,2,5,31,6,14,214,42,77,216,43,78,212,42,76,2,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBackwardCompatCMS42.java,236,1,1,1,3,66,22,22,63,21,21,135,45,45,-9,-3,0,1,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,128,49,49,3,17,183,10,12,248,14,19,280,16,20,216,12,18,3,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,117,86,86,3,103,811,7,16,930,9,37,1567,15,60,293,2,14,9,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,289,103,103,4,133,797,5,16,2557,19,139,3337,25,156,1777,13,122,13,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,242,103,103,3,124,1283,10,33,1755,14,30,5913,47,235,-2403,-19,30,10,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java,138,73,73,2,37,573,15,33,61,1,3,158,4,10,-36,0,1,3,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,715,70,70,3,169,580,3,12,2027,11,76,2702,15,86,1352,8,66,18,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieConnectionPeer.java,30,1,1,1,3,66,22,22,90,30,30,90,30,30,90,30,30,1,NO
6,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,68,1,1,1,4,8,2,2,4,1,1,8,2,2,0,0,0,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,378,84,84,2,26,277,10,17,2864,110,228,3112,119,245,2616,100,211,3,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,638,132,132,2,16,107,6,8,29,1,2,32,2,2,26,1,2,2,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,89,90,90,1,11,11,1,1,33,3,3,55,5,5,11,1,1,1,NO
6,bookkeeper-stats-providers/twitter-ostrich-provider/src/main/java/org/apache/bookkeeper/stats/twitter/ostrich/OpStatsLoggerImpl.java,116,1,1,1,3,45,15,15,87,29,29,111,37,37,63,21,21,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java,83,22,22,1,7,7,1,1,7,1,1,14,2,2,0,0,0,1,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,325,80,80,5,96,738,7,50,4880,50,127,5070,52,127,4690,48,127,12,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieShutdownTest.java,115,15,15,2,25,381,15,50,1266,50,72,1280,51,73,1252,50,71,4,YES
6,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,109,1,1,1,3,45,15,15,30,10,10,30,10,10,30,10,10,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/WriteEntryProcessorV3.java,151,1,0,1,7,7,1,1,0,0,0,7,1,1,-7,-1,0,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LocalBookieEnsemblePlacementPolicy.java,88,1,1,1,4,8,2,2,68,17,17,68,17,17,68,17,17,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandleAdv.java,219,1,1,3,9,21,2,5,81,9,17,123,13,23,39,4,11,3,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,750,132,132,6,254,1295,5,22,6935,27,312,11026,43,446,2844,11,178,27,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerMetadataCreationTest.java,172,1,1,1,3,3,1,1,3,1,1,6,2,2,0,0,0,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/StaticDNSResolver.java,87,17,17,1,2,28,14,14,2,1,1,10,5,5,-6,-3,0,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,193,47,47,1,3,51,17,17,6,2,2,12,4,4,0,0,0,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperCloseTest.java,629,1,1,3,27,487,18,50,5108,189,676,6004,222,676,4212,156,676,4,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,97,44,44,1,9,81,9,9,54,6,6,81,9,9,27,3,3,1,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,371,132,132,3,68,834,12,50,1662,24,76,2249,33,76,1075,15,76,7,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/auth/TestAuth.java,785,1,1,1,3,66,22,22,777,259,259,1161,387,387,393,131,131,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,174,132,132,2,82,1009,12,33,516,6,28,776,9,38,256,3,18,8,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthCallbacks.java,28,1,1,1,3,66,22,22,84,28,28,84,28,28,84,28,28,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,81,81,1,11,132,12,12,44,4,4,99,9,9,-11,-1,0,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexPersistenceMgrTest.java,125,1,1,1,6,12,2,2,750,125,125,750,125,125,750,125,125,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,403,132,132,5,144,872,6,17,3994,27,154,5176,35,206,2812,19,102,15,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,173,97,97,2,79,799,10,33,2987,37,193,3500,44,193,2474,31,193,8,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerIdGenerator.java,122,1,1,1,4,16,4,4,12,3,3,16,4,4,8,2,2,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,550,83,83,5,88,373,4,17,3811,43,126,5395,61,194,2227,25,124,11,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,61,113,113,1,13,91,7,7,793,61,61,793,61,61,793,61,61,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,119,60,60,1,8,24,3,3,80,10,10,80,10,10,80,10,10,1,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,65,132,132,1,12,132,11,11,156,13,13,264,22,22,48,4,4,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,258,132,132,2,20,454,22,50,40,2,2,53,2,3,27,1,2,2,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java,79,17,17,1,2,28,14,14,4,2,2,6,3,3,2,1,1,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopologyImpl.java,881,1,1,1,2,28,14,14,4,2,2,6,3,3,2,1,1,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexInMemPageMgr.java,567,0,0,1,4,8,2,2,28,7,7,44,11,11,12,3,3,1,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ClientConnectionPeer.java,30,1,1,1,3,66,22,22,90,30,30,90,30,30,90,30,30,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ConnectionPeer.java,63,1,1,1,3,66,22,22,189,63,63,189,63,63,189,63,63,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,232,58,58,1,7,350,50,50,14,2,2,14,2,2,14,2,2,1,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,1493,67,67,1,11,110,10,10,16423,1493,1493,16423,1493,1493,16423,1493,1493,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java,46,97,97,1,13,429,33,33,598,46,46,598,46,46,598,46,46,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,116,103,103,2,20,454,22,50,1536,76,116,1557,77,116,1515,75,116,2,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1030,132,132,6,376,2526,6,33,10309,27,106,16002,42,203,4616,12,100,36,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java,84,17,17,1,2,28,14,14,22,11,11,46,23,23,-2,-1,0,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,828,102,102,6,133,1287,9,33,3923,29,126,6858,51,193,988,7,62,16,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,315,39,39,3,34,444,13,50,417,12,48,757,22,48,77,2,48,5,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,52,43,43,1,6,24,4,4,42,7,7,42,7,7,42,7,7,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,88,88,88,3,20,148,7,11,33,1,3,100,5,5,-34,-1,1,2,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,659,132,132,5,169,1255,7,33,3331,19,108,5814,34,155,848,5,68,17,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,68,68,1,11,55,5,5,341,31,31,352,32,32,330,30,30,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,99,99,3,44,358,8,15,887,20,72,1032,23,83,742,16,61,5,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java,132,79,79,1,12,72,6,6,1584,132,132,1584,132,132,1584,132,132,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestProcessor.java,296,1,1,2,10,73,7,22,74,7,20,88,8,20,60,6,20,2,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,367,59,59,2,22,171,7,16,140,6,16,199,9,20,81,3,12,3,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,262,34,34,3,13,76,5,22,412,31,73,560,43,80,264,20,66,3,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,102,43,43,1,12,37,3,15,1124,93,102,1125,93,102,1123,93,102,2,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperProtocol.java,7106,1,1,1,3,66,22,22,297,99,99,414,138,138,180,60,60,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,95,132,132,2,18,144,8,11,396,22,25,768,42,47,24,1,3,2,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,157,47,47,1,3,51,17,17,9,3,3,15,5,5,3,1,1,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,99,111,111,4,66,1016,15,50,310,4,20,439,6,23,181,2,17,7,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,406,58,58,3,39,206,5,12,753,19,54,1024,26,110,482,12,47,7,YES
6,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,273,82,82,2,15,140,9,17,187,12,41,366,24,82,8,0,1,3,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,496,97,97,3,128,946,7,33,7631,59,514,8527,66,514,6735,52,514,13,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicy.java,342,17,17,3,16,392,24,50,324,20,43,447,27,73,201,12,25,3,YES
6,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java,141,1,1,3,21,21,1,1,175,8,16,210,10,16,140,6,16,3,YES
6,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusStatsLogger.java,84,1,1,1,3,45,15,15,30,10,10,30,10,10,30,10,10,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,153,39,39,1,18,427,23,50,124,6,10,391,21,33,-143,-7,0,2,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,402,58,58,3,39,651,16,50,756,19,42,1327,34,92,185,4,42,5,YES
6,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/NullStatsLogger.java,117,1,1,1,3,45,15,15,27,9,9,27,9,9,27,9,9,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java,191,22,22,1,7,14,2,2,567,81,81,1141,163,163,-7,-1,0,1,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,256,132,132,5,69,830,12,33,883,12,48,1248,18,57,518,7,39,9,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,943,132,132,5,296,2045,6,33,7654,25,164,11226,37,237,4082,13,91,31,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,623,77,77,4,74,366,4,17,328,4,9,458,6,11,198,2,7,8,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,467,83,83,5,72,1010,14,50,2666,37,169,3236,44,170,2096,29,168,9,YES
6,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/CachingStatsProvider.java,55,1,1,1,3,45,15,15,165,55,55,165,55,55,165,55,55,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,58,58,3,21,201,9,11,55,2,5,120,5,8,-10,0,4,3,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,185,132,132,2,24,312,13,15,60,2,4,108,4,7,12,0,1,2,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,164,41,41,2,17,105,6,9,150,8,14,300,17,28,0,0,0,2,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,605,60,60,3,32,196,6,17,571,17,56,640,20,57,502,15,55,5,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,209,132,132,3,45,456,10,15,258,5,10,291,6,12,225,5,8,4,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,144,98,98,4,54,815,15,33,833,15,45,920,17,46,746,13,44,6,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java,44,63,63,1,22,132,6,11,506,23,45,539,24,45,473,21,45,2,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieThrottleTest.java,127,81,81,1,12,24,2,2,1524,127,127,1524,127,127,1524,127,127,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,344,66,66,6,79,517,6,19,4500,56,257,5103,64,257,3897,49,257,10,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSourceList.java,112,1,1,1,3,24,8,8,48,16,16,51,17,17,45,15,15,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestCallbacks.java,56,1,1,2,22,98,4,7,564,25,43,564,25,43,564,25,43,3,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,69,68,68,1,11,55,5,5,77,7,7,110,10,10,44,4,4,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,151,97,97,2,20,513,25,33,1316,65,98,1344,67,98,1288,64,98,2,YES
6,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/CachingStatsLogger.java,102,1,1,1,3,45,15,15,306,102,102,306,102,102,306,102,102,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,102,68,68,1,4,8,2,2,40,10,10,64,16,16,16,4,4,1,NO
6,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/OpStatsLoggerImpl.java,76,1,1,1,3,45,15,15,228,76,76,228,76,76,228,76,76,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java,68,98,98,3,22,398,18,50,189,8,12,210,9,12,168,7,12,3,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,127,132,132,3,20,148,7,11,44,2,4,507,25,49,-419,-20,2,2,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookKeeperPrincipal.java,72,1,1,1,3,66,22,22,216,72,72,216,72,72,216,72,72,1,NO
6,bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/TwitterStatsProvider.java,85,1,1,1,3,45,15,15,69,23,23,72,24,24,66,22,22,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java,189,44,44,3,50,496,9,50,2830,56,98,2853,57,100,2807,56,96,6,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/BookieSocketAddress.java,100,1,1,1,4,8,2,2,4,1,1,8,2,2,0,0,0,1,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,532,58,58,4,67,500,7,22,1379,20,59,2254,33,87,504,7,31,11,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java,158,17,17,1,2,28,14,14,12,6,6,12,6,6,12,6,6,1,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,165,132,132,3,109,980,8,15,1255,11,51,2634,24,84,-124,-1,23,10,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,211,97,97,2,16,480,30,33,2658,166,204,2664,166,204,2652,165,204,2,NO
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,426,132,132,3,101,1133,11,33,1449,14,92,2623,25,163,275,2,21,9,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,65,132,132,2,12,136,11,15,34,2,3,56,4,5,12,1,1,2,YES
6,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,455,82,82,2,30,215,7,17,69,2,10,118,3,20,20,0,1,4,YES
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,344,43,43,2,38,474,12,50,2887,75,139,2934,77,139,2840,74,139,4,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,50,50,1,11,11,1,1,1034,94,94,1034,94,94,1034,94,94,1,NO
6,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,288,58,58,3,44,704,16,50,146,3,10,527,11,25,-235,-5,2,5,YES
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,400,98,98,6,111,517,4,22,1922,17,80,2173,19,81,1671,15,80,12,YES
