Dataset,TrainingRelease,%DataTraining,%BugInTraining,%BugInTesting,Classifier,Balancing,Selection,CostSensitive,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
TAJO,4,81.48,50.0,50.0,IBk,Oversampling,No selection,No cost sensitive,4743.0,212.0,1144.0,361.0,0.9572149344096872,0.9292711598746082,0.9442763094016146,0.7429547585153292,
TAJO,output-mean,63.79,50.0,50.0,IBk,Oversampling,No selection,No cost sensitive,3015.75,276.25,846.5,383.5,0.8970854543016442,0.8820032341030931,0.8453688996565808,0.5920945871106928,
TAJO,1,43.36,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,1659.0,486.0,333.0,106.0,0.7734265734265734,0.939943342776204,0.6827700470759961,0.39574417658467614,
TAJO,2,58.7,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,2301.0,395.0,704.0,476.0,0.853486646884273,0.8285920057616133,0.7526926465707031,0.4589545373831447,
TAJO,3,71.62,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,3605.0,346.0,871.0,346.0,0.9124272336117438,0.9124272336117438,0.8262845785273878,0.6281215639322041,
TAJO,4,81.48,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,4793.0,318.0,1038.0,311.0,0.9377812561142633,0.9390673981191222,0.8922694820881997,0.7058920604883738,
TAJO,output-mean,63.79,50.0,50.0,IBk,Oversampling,No selection,Sensitive threshold,3089.5,386.25,736.5,309.75,0.8692804275092134,0.9050074950671708,0.7885041885655717,0.5471780845970997,
TAJO,1,43.36,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,1629.0,418.0,401.0,136.0,0.7957987298485588,0.9229461756373938,0.7062838326294417,0.45450707198648915,
TAJO,2,58.7,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,2253.0,319.0,780.0,524.0,0.8759720062208398,0.8113071660064818,0.7605216448776722,0.4932457959538674,
TAJO,3,71.62,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,3604.0,327.0,890.0,347.0,0.9168150597812261,0.9121741331308529,0.8217403122515399,0.639842529747977,
TAJO,4,81.48,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,4866.0,356.0,1000.0,238.0,0.9318268862504787,0.9533699059561128,0.8454165163998854,0.7136341899242555,
TAJO,output-mean,63.79,50.0,50.0,IBk,Oversampling,No selection,Sensitive learning,3088.0,355.0,767.75,311.25,0.8801031705252759,0.8999493451827103,0.7834905765396347,0.5753073969031473,
TAJO,1,19.0,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,1559.0,379.0,440.0,206.0,0.804437564499484,0.88328611898017,0.7117167692238514,0.4457603031738514,
TAJO,2,36.67,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,2165.0,270.0,829.0,612.0,0.8891170431211499,0.7796182931220742,0.8373889183966962,0.4880541597868256,
TAJO,3,49.41,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,3438.0,212.0,1005.0,513.0,0.941917808219178,0.8701594533029613,0.9200726566836517,0.6410996978064819,
TAJO,4,61.53,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,4615.0,196.0,1160.0,489.0,0.9592600290999792,0.904192789968652,0.9418573031967524,0.7038127705282897,
TAJO,output-mean,41.65,50.0,50.0,IBk,Undersampling,No selection,No cost sensitive,2944.25,264.25,858.5,455.0,0.8986831112349478,0.8593141638434644,0.8527589118752379,0.5696817328238621,
TAJO,1,19.0,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,1296.0,440.0,379.0,469.0,0.7465437788018433,0.7342776203966006,0.5939793917131028,0.1951849303615827,
TAJO,2,36.67,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,1844.0,341.0,758.0,933.0,0.8439359267734554,0.6640259272596327,0.685223054447966,0.30423143026947724,
TAJO,3,49.41,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,2909.0,359.0,858.0,1042.0,0.8901468788249693,0.7362692989116679,0.7286668218128941,0.36952867523460364,
TAJO,4,61.53,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,4117.0,343.0,1013.0,987.0,0.9230941704035874,0.8066222570532915,0.7974241239446649,0.47146119283257126,
TAJO,output-mean,41.65,50.0,50.0,IBk,Undersampling,No selection,Sensitive threshold,2541.5,370.75,752.0,857.75,0.8509301887009639,0.7352987759052982,0.701323347979657,0.3351015571745587,
TAJO,1,19.0,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,1559.0,379.0,440.0,206.0,0.804437564499484,0.88328611898017,0.7102633281103536,0.4457603031738514,
TAJO,2,36.67,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,2165.0,270.0,829.0,612.0,0.8891170431211499,0.7796182931220742,0.7669702020660416,0.4880541597868256,
TAJO,3,49.41,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,3509.0,297.0,920.0,442.0,0.9219653179190751,0.8881295874462162,0.8220434297132477,0.618586892215088,
TAJO,4,61.53,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,4733.0,334.0,1022.0,371.0,0.934083283994474,0.9273119122257053,0.8404996139299619,0.6742443381329892,
TAJO,output-mean,41.65,50.0,50.0,IBk,Undersampling,No selection,Sensitive learning,2991.5,320.0,802.75,407.75,0.8874008023835458,0.8695864779435414,0.7849441434549013,0.5566614233271885,
TAJO,1,38.17,50.0,50.0,IBk,Smote,No selection,No cost sensitive,1699.0,423.0,396.0,66.0,0.8006597549481621,0.9626062322946176,0.7267648310141228,0.5051297355472111,
TAJO,2,56.32,50.0,50.0,IBk,Smote,No selection,No cost sensitive,2300.0,336.0,763.0,477.0,0.8725341426403642,0.8282319049333814,0.8476958625758252,0.5030019979673348,
TAJO,3,69.12,50.0,50.0,IBk,Smote,No selection,No cost sensitive,3672.0,309.0,908.0,279.0,0.9223813112283346,0.929384965831435,0.9420348945910326,0.6812925904227437,
TAJO,4,79.17,50.0,50.0,IBk,Smote,No selection,No cost sensitive,4974.0,305.0,1051.0,130.0,0.9422239060428111,0.9745297805642633,0.9627719106305657,0.7868900000212344,
TAJO,output-mean,60.7,50.0,50.0,IBk,Smote,No selection,No cost sensitive,3161.25,343.25,779.5,238.0,0.884449778714918,0.9236882209059244,0.8698168747028865,0.6190785809896311,
TAJO,1,38.17,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,1699.0,423.0,396.0,66.0,0.8006597549481621,0.9626062322946176,0.7267648310141228,0.5051297355472111,
TAJO,2,56.32,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,2300.0,336.0,763.0,477.0,0.8725341426403642,0.8282319049333814,0.8476958625758252,0.5030019979673348,
TAJO,3,69.12,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,3677.0,322.0,895.0,274.0,0.9194798699674919,0.9306504682358896,0.9420348945910326,0.6752804437761966,
TAJO,4,79.17,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,4991.0,349.0,1007.0,113.0,0.9346441947565544,0.9778605015673981,0.9627719106305657,0.7696688872562033,
TAJO,output-mean,60.7,50.0,50.0,IBk,Smote,No selection,Sensitive threshold,3166.75,357.5,765.25,232.5,0.8818294905781432,0.9248372767578217,0.8698168747028865,0.6132702661367364,
TAJO,1,38.17,50.0,50.0,IBk,Smote,No selection,Sensitive learning,1699.0,423.0,396.0,66.0,0.8006597549481621,0.9626062322946176,0.7230613579055506,0.5051297355472111,
TAJO,2,56.32,50.0,50.0,IBk,Smote,No selection,Sensitive learning,2300.0,336.0,763.0,477.0,0.8725341426403642,0.8282319049333814,0.7612497104284741,0.5030019979673348,
TAJO,3,69.12,50.0,50.0,IBk,Smote,No selection,Sensitive learning,3677.0,322.0,895.0,274.0,0.9194798699674919,0.9306504682358896,0.8330327115213959,0.6752804437761966,
TAJO,4,79.17,50.0,50.0,IBk,Smote,No selection,Sensitive learning,4991.0,349.0,1007.0,113.0,0.9346441947565544,0.9778605015673981,0.8602429351494808,0.7696688872562033,
TAJO,output-mean,60.7,50.0,50.0,IBk,Smote,No selection,Sensitive learning,3166.75,357.5,765.25,232.5,0.8818294905781432,0.9248372767578217,0.7943966787512253,0.6132702661367364,
TAJO,1,50.0,23.45,23.45,IBk,No sampling,Best First,No cost sensitive,989.0,1.0,302.0,0.0,0.998989898989899,1.0,0.9999983314812776,0.9978418035306224,
TAJO,2,50.0,28.95,28.95,IBk,No sampling,Best First,No cost sensitive,2713.0,199.0,923.0,41.0,0.9316620879120879,0.9851125635439361,0.9851446025033107,0.8429211160868066,
TAJO,3,50.0,27.91,27.91,IBk,No sampling,Best First,No cost sensitive,6350.0,766.0,1758.0,170.0,0.8923552557616639,0.9739263803680982,0.9511152141891827,0.7227379181211281,
TAJO,4,50.0,26.66,26.66,IBk,No sampling,Best First,No cost sensitive,13856.0,1583.0,3583.0,358.0,0.8974674525552173,0.9748135640917406,0.9525231976173507,0.7229496498507592,
TAJO,output-mean,50.0,26.74,26.74,IBk,No sampling,Best First,No cost sensitive,5977.0,637.25,1641.5,142.25,0.9301186738047169,0.9834631270009437,0.9721953364477804,0.8216126218973291,
TAJO,1,50.0,23.45,23.45,IBk,No sampling,Best First,Sensitive threshold,989.0,1.0,302.0,0.0,0.998989898989899,1.0,0.9999983314812776,0.9978418035306224,
TAJO,2,50.0,28.95,28.95,IBk,No sampling,Best First,Sensitive threshold,2750.0,272.0,850.0,4.0,0.9099933818663137,0.9985475671750181,0.9851446025033107,0.8137122557726464,
TAJO,3,50.0,27.91,27.91,IBk,No sampling,Best First,Sensitive threshold,6505.0,1296.0,1228.0,15.0,0.833867452890655,0.9976993865030674,0.9511152141891827,0.5734097946886826,
TAJO,4,50.0,26.66,26.66,IBk,No sampling,Best First,Sensitive threshold,14183.0,2675.0,2491.0,31.0,0.8413216277138451,0.9978190516392289,0.9525231976173507,0.5734185105671451,
TAJO,output-mean,50.0,26.74,26.74,IBk,No sampling,Best First,Sensitive threshold,6106.75,1061.0,1217.75,12.5,0.8960430903651782,0.9985165013293287,0.9721953364477804,0.7395955911397741,
TAJO,1,50.0,23.45,23.45,IBk,No sampling,Best First,Sensitive learning,989.0,1.0,302.0,0.0,0.998989898989899,1.0,0.9983498349834984,0.9978418035306224,
TAJO,2,50.0,28.95,28.95,IBk,No sampling,Best First,Sensitive learning,2750.0,272.0,850.0,4.0,0.9099933818663137,0.9985475671750181,0.8780616623753879,0.8137122557726464,
TAJO,3,50.0,27.91,27.91,IBk,No sampling,Best First,Sensitive learning,6505.0,1296.0,1228.0,15.0,0.833867452890655,0.9976993865030674,0.7421143525225321,0.5734097946886826,
TAJO,4,50.0,26.66,26.66,IBk,No sampling,Best First,Sensitive learning,14183.0,2675.0,2491.0,31.0,0.8413216277138451,0.9978190516392289,0.7400051510615812,0.5734185105671451,
TAJO,output-mean,50.0,26.74,26.74,IBk,No sampling,Best First,Sensitive learning,6106.75,1061.0,1217.75,12.5,0.8960430903651782,0.9985165013293287,0.8396327502357498,0.7395955911397741,
TAJO,1,60.49,50.0,50.0,IBk,Oversampling,Best First,No cost sensitive,943.0,5.0,298.0,46.0,0.9947257383966245,0.9534883720930233,0.9711629909199211,0.8949861345743154,
TAJO,2,58.7,50.0,50.0,IBk,Oversampling,Best First,No cost sensitive,2473.0,122.0,1000.0,281.0,0.9529865125240847,0.8979665940450254,0.9590202292047736,0.7574288791737945,
TAJO,3,59.05,50.0,50.0,IBk,Oversampling,Best First,No cost sensitive,5848.0,444.0,2080.0,672.0,0.9294342021614749,0.8969325153374234,0.9427910768280945,0.7015997612113133,
TAJO,4,59.46,50.0,50.0,IBk,Oversampling,Best First,No cost sensitive,12593.0,796.0,4370.0,1621.0,0.9405482112181641,0.8859575066835514,0.9481575421897056,0.6964725717214773,
TAJO,output-mean,59.43,50.0,50.0,IBk,Oversampling,Best First,No cost sensitive,5464.25,341.75,1937.0,655.0,0.954423666075087,0.9085862470397559,0.9552829597856237,0.7626218366702251,
TAJO,1,60.49,50.0,50.0,IBk,Oversampling,Best First,Sensitive threshold,951.0,46.0,257.0,38.0,0.9538615847542627,0.961577350859454,0.9035162363556881,0.8172455485092095,
TAJO,2,58.7,50.0,50.0,IBk,Oversampling,Best First,Sensitive threshold,2533.0,246.0,876.0,221.0,0.9114789492623245,0.9197530864197531,0.9092994859526963,0.7051571741875456,
TAJO,3,59.05,50.0,50.0,IBk,Oversampling,Best First,Sensitive threshold,5777.0,484.0,2040.0,743.0,0.9226960549432998,0.8860429447852761,0.919718797701574,0.673117331121632,
TAJO,4,59.46,50.0,50.0,IBk,Oversampling,Best First,Sensitive threshold,12694.0,929.0,4237.0,1520.0,0.9318065037069662,0.8930631771492894,0.9315934691337506,0.6881759570503256,
TAJO,output-mean,59.43,50.0,50.0,IBk,Oversampling,Best First,Sensitive threshold,5488.75,426.25,1852.5,630.5,0.9299607731667133,0.9151091398034432,0.9160319972859272,0.7209240027171782,
TAJO,1,60.49,50.0,50.0,IBk,Oversampling,Best First,Sensitive learning,944.0,6.0,297.0,45.0,0.9936842105263158,0.9544994944388271,0.9673487571204037,0.8947560087399854,
TAJO,2,58.7,50.0,50.0,IBk,Oversampling,Best First,Sensitive learning,2636.0,243.0,879.0,118.0,0.9155956929489406,0.9571532316630356,0.8702878457780419,0.7658564893834915,
TAJO,3,59.05,50.0,50.0,IBk,Oversampling,Best First,Sensitive learning,6375.0,932.0,1592.0,145.0,0.8724510743123033,0.977760736196319,0.804252792820822,0.6727911629452566,
TAJO,4,59.46,50.0,50.0,IBk,Oversampling,Best First,Sensitive learning,13927.0,1814.0,3352.0,287.0,0.8847595451369036,0.9798086393696356,0.8143332782601178,0.6939526626749273,
TAJO,output-mean,59.43,50.0,50.0,IBk,Oversampling,Best First,Sensitive learning,5970.5,748.75,1530.0,148.75,0.9166226307311158,0.9673055254169544,0.8640556684948464,0.7568390809359152,
TAJO,1,31.93,50.0,50.0,IBk,Undersampling,Best First,No cost sensitive,897.0,0.0,303.0,92.0,1.0,0.9069767441860465,0.9610851378363316,0.8205680161099922,
TAJO,2,36.67,50.0,50.0,IBk,Undersampling,Best First,No cost sensitive,2529.0,138.0,984.0,225.0,0.9482564679415073,0.9183006535947712,0.9639361059007349,0.7774443368828655,
TAJO,3,35.82,50.0,50.0,IBk,Undersampling,Best First,No cost sensitive,5644.0,372.0,2152.0,876.0,0.9381648936170213,0.8656441717791411,0.9421989088796632,0.6768422682499792,
TAJO,4,34.77,50.0,50.0,IBk,Undersampling,Best First,No cost sensitive,12526.0,771.0,4395.0,1688.0,0.9420169963149583,0.8812438440973688,0.9459289154591278,0.692854930890745,
TAJO,output-mean,34.8,50.0,50.0,IBk,Undersampling,Best First,No cost sensitive,5399.0,320.25,1958.5,720.25,0.9571095894683717,0.8930413534143319,0.9532872670189644,0.7419273880333955,
TAJO,1,31.93,50.0,50.0,IBk,Undersampling,Best First,Sensitive threshold,827.0,56.0,247.0,162.0,0.9365798414496036,0.8361981799797775,0.8316497979423827,0.5809002306376014,
TAJO,2,36.67,50.0,50.0,IBk,Undersampling,Best First,Sensitive threshold,2237.0,273.0,849.0,517.0,0.8912350597609562,0.8122730573710966,0.825460325412267,0.5345159089499474,
TAJO,3,35.82,50.0,50.0,IBk,Undersampling,Best First,Sensitive threshold,5242.0,478.0,2046.0,1278.0,0.9164335664335664,0.8039877300613497,0.8668100043265632,0.560194695284599,
TAJO,4,34.77,50.0,50.0,IBk,Undersampling,Best First,Sensitive threshold,12299.0,1057.0,4109.0,1915.0,0.9208595387840671,0.8652736738426903,0.8993392085722903,0.6274962581060142,
TAJO,output-mean,34.8,50.0,50.0,IBk,Undersampling,Best First,Sensitive threshold,5151.25,466.0,1812.75,968.0,0.9162770016070484,0.8294331603137285,0.8558148340633758,0.5757767732445405,
TAJO,1,31.93,50.0,50.0,IBk,Undersampling,Best First,Sensitive learning,897.0,0.0,303.0,92.0,1.0,0.9069767441860465,0.9534883720930233,0.8205680161099922,
TAJO,2,36.67,50.0,50.0,IBk,Undersampling,Best First,Sensitive learning,2584.0,201.0,921.0,170.0,0.9278276481149013,0.9382716049382716,0.8795636099557668,0.7653930639685815,
TAJO,3,35.82,50.0,50.0,IBk,Undersampling,Best First,Sensitive learning,6368.0,955.0,1569.0,152.0,0.8695889662706541,0.9766871165644172,0.7991597230999582,0.6629528000309183,
TAJO,4,34.77,50.0,50.0,IBk,Undersampling,Best First,Sensitive learning,13895.0,1919.0,3247.0,319.0,0.878651827494625,0.9775573378359363,0.803045025867252,0.6723696669662234,
TAJO,output-mean,34.8,50.0,50.0,IBk,Undersampling,Best First,Sensitive learning,5936.0,768.75,1510.0,183.25,0.9190171104700451,0.9498732008811679,0.858814182754,0.7303208867689288,
TAJO,1,55.25,50.0,50.0,IBk,Smote,Best First,No cost sensitive,989.0,1.0,302.0,0.0,0.998989898989899,1.0,0.9999983314812776,0.9978418035306224,
TAJO,2,56.32,50.0,50.0,IBk,Smote,Best First,No cost sensitive,2713.0,199.0,923.0,41.0,0.9316620879120879,0.9851125635439361,0.9848721095357005,0.8429211160868066,
TAJO,3,56.12,50.0,50.0,IBk,Smote,Best First,No cost sensitive,5993.0,482.0,2042.0,527.0,0.9255598455598456,0.9191717791411043,0.9504208676460579,0.7242481290480884,
TAJO,4,55.88,50.0,50.0,IBk,Smote,Best First,No cost sensitive,13114.0,988.0,4178.0,1100.0,0.9299390157424479,0.922611509779091,0.9523041440388473,0.7263489776836283,
TAJO,output-mean,55.89,50.0,50.0,IBk,Smote,Best First,No cost sensitive,5702.25,417.5,1861.25,417.0,0.9465377120510701,0.9567239631160327,0.9718988631754708,0.8228400065872865,
TAJO,1,55.25,50.0,50.0,IBk,Smote,Best First,Sensitive threshold,989.0,1.0,302.0,0.0,0.998989898989899,1.0,0.9999983314812776,0.9978418035306224,
TAJO,2,56.32,50.0,50.0,IBk,Smote,Best First,Sensitive threshold,2748.0,256.0,866.0,6.0,0.914780292942743,0.9978213507625272,0.9848721095357005,0.8240616385099313,
TAJO,3,56.12,50.0,50.0,IBk,Smote,Best First,Sensitive threshold,6483.0,1145.0,1379.0,37.0,0.8498951232302046,0.9943251533742331,0.9504380949024336,0.624719645774929,
TAJO,4,55.88,50.0,50.0,IBk,Smote,Best First,Sensitive threshold,14147.0,2413.0,2753.0,67.0,0.8542874396135266,0.9952863374138173,0.9523189745857538,0.617436388244947,
TAJO,output-mean,55.89,50.0,50.0,IBk,Smote,Best First,Sensitive threshold,6091.75,953.75,1325.0,27.5,0.9044881886940933,0.9968582103876444,0.9719068776262914,0.7660148690151074,
TAJO,1,55.25,50.0,50.0,IBk,Smote,Best First,Sensitive learning,989.0,1.0,302.0,0.0,0.998989898989899,1.0,0.9983498349834984,0.9978418035306224,
TAJO,2,56.32,50.0,50.0,IBk,Smote,Best First,Sensitive learning,2748.0,256.0,866.0,6.0,0.914780292942743,0.9978213507625272,0.884828678946326,0.8240616385099313,
TAJO,3,56.12,50.0,50.0,IBk,Smote,Best First,Sensitive learning,6487.0,1165.0,1359.0,33.0,0.847752221641401,0.9949386503067484,0.7666848560567023,0.61835479385891,
TAJO,4,55.88,50.0,50.0,IBk,Smote,Best First,Sensitive learning,14147.0,2413.0,2753.0,67.0,0.8542874396135266,0.9952863374138173,0.7640969046728397,0.617436388244947,
TAJO,output-mean,55.89,50.0,50.0,IBk,Smote,Best First,Sensitive learning,6092.75,958.75,1320.0,26.5,0.9039524632968924,0.9970115846207732,0.8534900686648416,0.7644236560361026,
TAJO,1,33.33,23.45,31.7,Naive Bayes,No sampling,No selection,No cost sensitive,1663.0,632.0,187.0,102.0,0.7246187363834423,0.9422096317280453,0.6160729418519787,0.2063171373692824,
TAJO,2,50.0,28.95,28.35,Naive Bayes,No sampling,No selection,No cost sensitive,2108.0,664.0,435.0,669.0,0.7604617604617605,0.7590925459128556,0.6377420072524765,0.15469428863676063,
TAJO,3,63.64,27.91,23.55,Naive Bayes,No sampling,No selection,No cost sensitive,3408.0,869.0,348.0,543.0,0.7968202010755202,0.8625664388762339,0.6291302223811119,0.16368599900291672,
TAJO,4,75.0,26.66,20.99,Naive Bayes,No sampling,No selection,No cost sensitive,4542.0,986.0,370.0,562.0,0.8216353111432706,0.8898902821316614,0.693354986198574,0.1838598809620191,
TAJO,output-mean,55.49,26.74,26.15,Naive Bayes,No sampling,No selection,No cost sensitive,2930.25,787.75,335.0,469.0,0.7758840022659983,0.863439724662199,0.6440750394210353,0.17713932649274472,
TAJO,1,33.33,23.45,31.7,Naive Bayes,No sampling,No selection,Sensitive threshold,1694.0,682.0,137.0,71.0,0.7129629629629629,0.9597733711048159,0.6160670616761268,0.1587988918594557,
TAJO,2,50.0,28.95,28.35,Naive Bayes,No sampling,No selection,Sensitive threshold,2318.0,752.0,347.0,459.0,0.7550488599348534,0.8347137198415556,0.6377420072524765,0.16363588416076996,
TAJO,3,63.64,27.91,23.55,Naive Bayes,No sampling,No selection,Sensitive threshold,3561.0,957.0,260.0,390.0,0.7881806108897742,0.9012908124525436,0.6291310542643688,0.13701758222468177,
TAJO,4,75.0,26.66,20.99,Naive Bayes,No sampling,No selection,Sensitive threshold,4708.0,1091.0,265.0,396.0,0.8118641145025004,0.9224137931034483,0.693354986198574,0.1451580235197634,
TAJO,output-mean,55.49,26.74,26.15,Naive Bayes,No sampling,No selection,Sensitive threshold,3070.25,870.5,252.25,329.0,0.7670141370725226,0.9045479241255909,0.6440737773478865,0.1511525954411677,
TAJO,1,33.33,23.45,31.7,Naive Bayes,No sampling,No selection,Sensitive learning,1694.0,684.0,135.0,71.0,0.712363330529857,0.9597733711048159,0.5623042679699903,0.15587416254610195,
TAJO,2,50.0,28.95,28.35,Naive Bayes,No sampling,No selection,Sensitive learning,2318.0,752.0,347.0,459.0,0.7550488599348534,0.8347137198415556,0.5752276515495313,0.16363588416076996,
TAJO,3,63.64,27.91,23.55,Naive Bayes,No sampling,No selection,Sensitive learning,3561.0,958.0,259.0,390.0,0.7880061960610755,0.9012908124525436,0.5570546091843656,0.13608410503108814,
TAJO,4,75.0,26.66,20.99,Naive Bayes,No sampling,No selection,Sensitive learning,4708.0,1091.0,265.0,396.0,0.8118641145025004,0.9224137931034483,0.5589207608585088,0.1451580235197634,
TAJO,output-mean,55.49,26.74,26.15,Naive Bayes,No sampling,No selection,Sensitive learning,3070.25,871.25,251.5,329.0,0.7668206252570715,0.9045479241255909,0.5633768223905989,0.15018804381443085,
TAJO,1,43.36,50.0,50.0,Naive Bayes,Oversampling,No selection,No cost sensitive,1636.0,565.0,254.0,129.0,0.7432985006815084,0.9269121813031161,0.6066843763727616,0.2764924268159544,
TAJO,2,58.7,50.0,50.0,Naive Bayes,Oversampling,No selection,No cost sensitive,1785.0,525.0,574.0,992.0,0.7727272727272727,0.6427799783939503,0.6357560462698436,0.14629170180292564,
TAJO,3,71.62,50.0,50.0,Naive Bayes,Oversampling,No selection,No cost sensitive,3258.0,804.0,413.0,693.0,0.8020679468242246,0.8246013667425968,0.6288747302358576,0.16930312264448757,
TAJO,4,81.48,50.0,50.0,Naive Bayes,Oversampling,No selection,No cost sensitive,4478.0,944.0,412.0,626.0,0.8258945038731096,0.8773510971786834,0.6997296209347056,0.19825672100895916,
TAJO,output-mean,63.79,50.0,50.0,Naive Bayes,Oversampling,No selection,No cost sensitive,2789.25,709.5,413.25,610.0,0.7859970560265288,0.8179111559045866,0.6427611934532921,0.1975859930680817,
TAJO,1,43.36,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive threshold,1555.0,498.0,321.0,210.0,0.7574281539210911,0.8810198300283286,0.6062575447844569,0.30136079205016986,
TAJO,2,58.7,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive threshold,2040.0,628.0,471.0,737.0,0.7646176911544228,0.734605689593086,0.6400012385633582,0.15842976368704462,
TAJO,3,71.62,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive threshold,3014.0,709.0,508.0,937.0,0.8095621810367983,0.7628448494052139,0.6266585932396591,0.16929135165466377,
TAJO,4,81.48,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive threshold,4449.0,925.0,431.0,655.0,0.8278749534797172,0.8716692789968652,0.6923675600604766,0.20446375738030784,
TAJO,output-mean,63.79,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive threshold,2764.5,690.0,432.75,634.75,0.7898707448980073,0.8125349120058734,0.6413212341619877,0.20838641619304654,
TAJO,1,43.36,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive learning,1689.0,665.0,154.0,76.0,0.7175021240441801,0.9569405099150141,0.5724873489746011,0.17958623337315271,
TAJO,2,58.7,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive learning,2112.0,654.0,445.0,665.0,0.7635574837310195,0.7605329492257832,0.5827232535027915,0.16494770596167707,
TAJO,3,71.62,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive learning,3488.0,917.0,300.0,463.0,0.7918274687854711,0.882814477347507,0.5646611417140164,0.14848764813746,
TAJO,4,81.48,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive learning,4676.0,1062.0,294.0,428.0,0.8149180899268038,0.9161442006269592,0.5664791799594974,0.16051330319621399,
TAJO,output-mean,63.79,50.0,50.0,Naive Bayes,Oversampling,No selection,Sensitive learning,2991.25,824.5,298.25,408.0,0.7719512916218686,0.8791080342788159,0.5715877310377266,0.16338372266712592,
TAJO,1,19.0,50.0,50.0,Naive Bayes,Undersampling,No selection,No cost sensitive,1617.0,549.0,270.0,148.0,0.7465373961218836,0.9161473087818697,0.6004247562321217,0.2829435081243002,
TAJO,2,36.67,50.0,50.0,Naive Bayes,Undersampling,No selection,No cost sensitive,2038.0,620.0,479.0,739.0,0.7667419112114372,0.7338854879366222,0.638764968840957,0.16435938731453226,
TAJO,3,49.41,50.0,50.0,Naive Bayes,Undersampling,No selection,No cost sensitive,3284.0,815.0,402.0,667.0,0.8011710173212979,0.8311819792457605,0.6291592343096939,0.16859626608563405,
TAJO,4,61.53,50.0,50.0,Naive Bayes,Undersampling,No selection,No cost sensitive,4466.0,939.0,417.0,638.0,0.8262719703977799,0.875,0.6958599623408328,0.1987179386340932,
TAJO,output-mean,41.65,50.0,50.0,Naive Bayes,Undersampling,No selection,No cost sensitive,2851.25,730.75,392.0,548.0,0.7851805737630997,0.8390536939910631,0.6410522304309013,0.2036542750396399,
TAJO,1,19.0,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive threshold,644.0,332.0,487.0,1121.0,0.6598360655737705,0.3648725212464589,0.5468030867464295,-0.03218945946956449,
TAJO,2,36.67,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive threshold,2215.0,684.0,415.0,562.0,0.7640565712314591,0.7976233345336694,0.6403403690066886,0.18132063541573096,
TAJO,3,49.41,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive threshold,2709.0,667.0,550.0,1242.0,0.8024289099526066,0.6856492027334852,0.6004975285788293,0.11824984734712903,
TAJO,4,61.53,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive threshold,4252.0,801.0,555.0,852.0,0.8414803087274886,0.8330721003134797,0.6894913960708704,0.23906286208786662,
TAJO,output-mean,41.65,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive threshold,2455.0,621.0,501.75,944.25,0.7669504638713313,0.6703042897067734,0.6192830951007045,0.12661097134529053,
TAJO,1,19.0,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive learning,1687.0,660.0,159.0,78.0,0.7187899446101406,0.9558073654390935,0.5749732797891438,0.1852195558381166,
TAJO,2,36.67,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive learning,2220.0,704.0,395.0,557.0,0.759233926128591,0.7994238386748289,0.579420745543056,0.16553085273117785,
