Dataset,TrainingRelease,%DataTraining,%BugInTraining,%BugInTesting,Classifier,Balancing,Selection,CostSensitive,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
TAJO,3,49.41,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive learning,3514.0,926.0,291.0,437.0,0.7914414414414415,0.8893950898506707,0.5642538308743904,0.14925756732523265,
TAJO,4,61.53,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive learning,4659.0,1055.0,301.0,445.0,0.8153657682884144,0.9128134796238244,0.5673949404018828,0.1614577239695362,
TAJO,output-mean,41.65,50.0,50.0,Naive Bayes,Undersampling,No selection,Sensitive learning,3020.0,836.25,286.5,379.25,0.7712077701171469,0.8893599433971044,0.5715106991521183,0.1653664249660158,
TAJO,1,38.17,50.0,50.0,Naive Bayes,Smote,No selection,No cost sensitive,1644.0,575.0,244.0,121.0,0.7408742676881478,0.9314447592067989,0.6019508348120246,0.26938810994212664,
TAJO,2,56.32,50.0,50.0,Naive Bayes,Smote,No selection,No cost sensitive,2033.0,607.0,492.0,744.0,0.7700757575757575,0.7320849837954627,0.6374816795836592,0.17324004236364918,
TAJO,3,69.12,50.0,50.0,Naive Bayes,Smote,No selection,No cost sensitive,3349.0,824.0,393.0,602.0,0.8025401389887371,0.84763351050367,0.6513546074998019,0.18204849704532394,
TAJO,4,79.17,50.0,50.0,Naive Bayes,Smote,No selection,No cost sensitive,4464.0,929.0,427.0,640.0,0.827739662525496,0.8746081504702194,0.6961395452464838,0.20559303186268132,
TAJO,output-mean,60.7,50.0,50.0,Naive Bayes,Smote,No selection,No cost sensitive,2872.5,733.75,389.0,526.75,0.7853074566945346,0.8464428509940378,0.6467316667854923,0.20756742030344527,
TAJO,1,38.17,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive threshold,1691.0,664.0,155.0,74.0,0.7180467091295116,0.9580736543909348,0.6019027557271184,0.1825764167806151,
TAJO,2,56.32,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive threshold,2217.0,696.0,403.0,560.0,0.761071060762101,0.7983435361901332,0.6374816795836592,0.1714506577838866,
TAJO,3,69.12,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive threshold,3522.0,924.0,293.0,429.0,0.7921727395411606,0.8914198936977981,0.6513554393830587,0.15382280716276245,
TAJO,4,79.17,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive threshold,4656.0,1043.0,313.0,448.0,0.8169854360414108,0.9122257053291536,0.6961395452464838,0.1705244614445,
TAJO,output-mean,60.7,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive threshold,3021.5,831.75,291.0,377.75,0.772068986368546,0.8900156974020049,0.64671985498508,0.16959358579294104,
TAJO,1,38.17,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive learning,1691.0,664.0,155.0,74.0,0.7180467091295116,0.9580736543909348,0.5736644218230621,0.1825764167806151,
TAJO,2,56.32,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive learning,2218.0,697.0,402.0,559.0,0.7608919382504288,0.7987036370183651,0.5822453580906203,0.17097714312766313,
TAJO,3,69.12,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive learning,3522.0,924.0,293.0,429.0,0.7921727395411606,0.8914198936977981,0.5660879254848892,0.15382280716276245,
TAJO,4,79.17,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive learning,4656.0,1043.0,313.0,448.0,0.8169854360414108,0.9122257053291536,0.5715258320156092,0.1705244614445,
TAJO,output-mean,60.7,50.0,50.0,Naive Bayes,Smote,No selection,Sensitive learning,3021.75,832.0,290.75,377.5,0.7720242057406279,0.8901057226090628,0.5733808843535452,0.16947520712888514,
TAJO,1,50.0,23.45,23.45,Naive Bayes,No sampling,Best First,No cost sensitive,952.0,232.0,71.0,37.0,0.8040540540540541,0.9625884732052579,0.8353455669126063,0.25349039015044145,
TAJO,2,50.0,28.95,28.95,Naive Bayes,No sampling,Best First,No cost sensitive,2214.0,715.0,407.0,540.0,0.7558893820416525,0.803921568627451,0.709243531042839,0.17474216100228412,
TAJO,3,50.0,27.91,27.91,Naive Bayes,No sampling,Best First,No cost sensitive,6030.0,1981.0,543.0,490.0,0.7527150168518287,0.9248466257668712,0.683069891009499,0.17092238879990904,
TAJO,4,50.0,26.66,26.66,Naive Bayes,No sampling,Best First,No cost sensitive,13503.0,4166.0,1000.0,711.0,0.7642198200237704,0.9499788940481215,0.6756241535761556,0.18237261947866876,
TAJO,output-mean,50.0,26.74,26.74,Naive Bayes,No sampling,Best First,No cost sensitive,5674.75,1773.5,505.25,444.5,0.7692195682428264,0.9103338904119254,0.725820785635275,0.19538188985782584,
TAJO,1,50.0,23.45,23.45,Naive Bayes,No sampling,Best First,Sensitive threshold,970.0,263.0,40.0,19.0,0.786699107866991,0.980788675429727,0.8353455669126063,0.15651348535710177,
TAJO,2,50.0,28.95,28.95,Naive Bayes,No sampling,Best First,Sensitive threshold,2617.0,831.0,291.0,137.0,0.7589907192575406,0.9502541757443719,0.709243531042839,0.25664861369331504,
TAJO,3,50.0,27.91,27.91,Naive Bayes,No sampling,Best First,Sensitive threshold,6344.0,2251.0,273.0,176.0,0.7381035485747528,0.9730061349693252,0.683069891009499,0.10850265177330491,
TAJO,4,50.0,26.66,26.66,Naive Bayes,No sampling,Best First,Sensitive threshold,13872.0,4675.0,491.0,342.0,0.7479376718606783,0.9759392148585901,0.6756241535761556,0.0968342820759651,
TAJO,output-mean,50.0,26.74,26.74,Naive Bayes,No sampling,Best First,Sensitive threshold,5950.75,2005.0,273.75,168.5,0.7579327618899907,0.9699970502505035,0.725820785635275,0.1546247582249217,
TAJO,1,50.0,23.45,23.45,Naive Bayes,No sampling,Best First,Sensitive learning,970.0,263.0,40.0,19.0,0.786699107866991,0.980788675429727,0.5564009383749295,0.15651348535710177,
TAJO,2,50.0,28.95,28.95,Naive Bayes,No sampling,Best First,Sensitive learning,2617.0,831.0,291.0,137.0,0.7589907192575406,0.9502541757443719,0.6048062322572126,0.25664861369331504,
TAJO,3,50.0,27.91,27.91,Naive Bayes,No sampling,Best First,Sensitive learning,6344.0,2251.0,273.0,176.0,0.7381035485747528,0.9730061349693252,0.5405838915734106,0.10850265177330491,
TAJO,4,50.0,26.66,26.66,Naive Bayes,No sampling,Best First,Sensitive learning,13872.0,4675.0,491.0,342.0,0.7479376718606783,0.9759392148585901,0.5354918683661901,0.0968342820759651,
TAJO,output-mean,50.0,26.74,26.74,Naive Bayes,No sampling,Best First,Sensitive learning,5950.75,2005.0,273.75,168.5,0.7579327618899907,0.9699970502505035,0.5593207326429357,0.1546247582249217,
TAJO,1,60.49,50.0,50.0,Naive Bayes,Oversampling,Best First,No cost sensitive,780.0,105.0,198.0,209.0,0.8813559322033898,0.788675429726997,0.8285363420062937,0.39510763734608856,
TAJO,2,58.7,50.0,50.0,Naive Bayes,Oversampling,Best First,No cost sensitive,2118.0,600.0,522.0,636.0,0.7792494481236203,0.7690631808278867,0.7138165261483216,0.2320973121443987,
TAJO,3,59.05,50.0,50.0,Naive Bayes,Oversampling,Best First,No cost sensitive,5532.0,1593.0,931.0,988.0,0.7764210526315789,0.8484662576687116,0.6826640934148737,0.2345540865534385,
TAJO,4,59.46,50.0,50.0,Naive Bayes,Oversampling,Best First,No cost sensitive,12771.0,3381.0,1785.0,1443.0,0.7906760772659732,0.898480371464753,0.6782678585796089,0.27709394505076634,
TAJO,output-mean,59.43,50.0,50.0,Naive Bayes,Oversampling,Best First,No cost sensitive,5300.25,1419.75,859.0,819.0,0.8069256275561406,0.826171309922087,0.7258212050372745,0.28471324527367303,
TAJO,1,60.49,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive threshold,743.0,62.0,241.0,246.0,0.9229813664596274,0.7512639029322548,0.8223394634711196,0.4515448799406802,
TAJO,2,58.7,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive threshold,2149.0,643.0,479.0,605.0,0.7696991404011462,0.780319535221496,0.7014824976666576,0.20933644548182712,
TAJO,3,59.05,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive threshold,5381.0,1431.0,1093.0,1139.0,0.7899295361127422,0.8253067484662576,0.691232967195901,0.2678451998933539,
TAJO,4,59.46,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive threshold,12807.0,3446.0,1720.0,1407.0,0.7879776041346213,0.9010130856901646,0.6739867740392815,0.2675725325693816,
TAJO,output-mean,59.43,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive threshold,5270.0,1395.5,883.25,849.25,0.8176469117770342,0.8144758180775432,0.7222604255932399,0.2990747644713107,
TAJO,1,60.49,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive learning,968.0,250.0,53.0,21.0,0.7947454844006568,0.9787664307381193,0.5768419612436471,0.20827604920405207,
TAJO,2,58.7,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive learning,2533.0,793.0,329.0,221.0,0.7615754660252556,0.9197530864197531,0.6064897339407144,0.2508748736293646,
TAJO,3,59.05,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive learning,6248.0,2141.0,383.0,272.0,0.7447848372869234,0.9582822085889571,0.555012736624114,0.14232046644696672,
TAJO,4,59.46,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive learning,13805.0,4497.0,669.0,409.0,0.7542891487269151,0.9712255522724075,0.5503630664962502,0.134635779194666,
TAJO,output-mean,59.43,50.0,50.0,Naive Bayes,Oversampling,Best First,Sensitive learning,5888.5,1920.25,358.5,230.75,0.7638487341099378,0.9570068195048093,0.5721768745761815,0.18402679211876233,
TAJO,1,31.93,50.0,50.0,Naive Bayes,Undersampling,Best First,No cost sensitive,775.0,106.0,197.0,214.0,0.8796821793416572,0.7836198179979778,0.8173155535978269,0.3860610434467542,
TAJO,2,36.67,50.0,50.0,Naive Bayes,Undersampling,Best First,No cost sensitive,2143.0,641.0,481.0,611.0,0.7697557471264368,0.7781408859840232,0.7144490528765808,0.20849138217874494,
TAJO,3,35.82,50.0,50.0,Naive Bayes,Undersampling,Best First,No cost sensitive,5554.0,1661.0,863.0,966.0,0.7697851697851698,0.851840490797546,0.6830679464867335,0.21161424939291326,
TAJO,4,34.77,50.0,50.0,Naive Bayes,Undersampling,Best First,No cost sensitive,12769.0,3393.0,1773.0,1445.0,0.7900631110011137,0.8983396651188968,0.6770176461990957,0.27448836348556693,
TAJO,output-mean,34.8,50.0,50.0,Naive Bayes,Undersampling,Best First,No cost sensitive,5310.25,1450.25,828.5,809.0,0.8023215518135943,0.827985214974611,0.7229625497900593,0.2701637596259948,
TAJO,1,31.93,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive threshold,308.0,21.0,282.0,681.0,0.9361702127659575,0.3114256825075834,0.7697928033450463,0.13792493826597244,
TAJO,2,36.67,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive threshold,2140.0,602.0,520.0,614.0,0.7804522246535376,0.7770515613652869,0.7150053657166306,0.23974991773609738,
TAJO,3,35.82,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive threshold,5051.0,1475.0,1049.0,1469.0,0.7739809990806007,0.7746932515337424,0.6679073228296696,0.1904421249376386,
TAJO,4,34.77,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive threshold,12870.0,3440.0,1726.0,1344.0,0.789086450030656,0.9054453355846349,0.6665991120955652,0.27507466313625506,
TAJO,output-mean,34.8,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive threshold,5092.25,1384.5,894.25,1027.0,0.8199224716326879,0.6921539577478119,0.704826150996728,0.21079791101899087,
TAJO,1,31.93,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive learning,967.0,250.0,53.0,22.0,0.7945768282662284,0.9777553083923155,0.5763364000707452,0.20658529867291603,
TAJO,2,36.67,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive learning,2605.0,808.0,314.0,149.0,0.7632581306768239,0.9458968772694263,0.6128771373869413,0.2733194788586045,
TAJO,3,35.82,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive learning,6281.0,2176.0,348.0,239.0,0.7426983563911552,0.9633435582822086,0.5506099724850029,0.13234364773150362,
TAJO,4,34.77,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive learning,13744.0,4476.0,690.0,470.0,0.7543358946212952,0.9669340087237934,0.5502498150471464,0.13343198379644475,
TAJO,output-mean,34.8,50.0,50.0,Naive Bayes,Undersampling,Best First,Sensitive learning,5899.25,1927.5,351.25,220.0,0.7637173024888757,0.9634824381669359,0.5725183312474589,0.18642010226486722,
TAJO,1,55.25,50.0,50.0,Naive Bayes,Smote,Best First,No cost sensitive,934.0,186.0,117.0,55.0,0.8339285714285715,0.9443882709807887,0.8288617031571711,0.38882913156469084,
TAJO,2,56.32,50.0,50.0,Naive Bayes,Smote,Best First,No cost sensitive,2158.0,657.0,465.0,596.0,0.7666074600355239,0.7835875090777051,0.7112398171125583,0.2012682010333489,
TAJO,3,56.12,50.0,50.0,Naive Bayes,Smote,Best First,No cost sensitive,5861.0,1740.0,784.0,659.0,0.7710827522694382,0.8989263803680981,0.6810567934333466,0.24120097572562843,
TAJO,4,55.88,50.0,50.0,Naive Bayes,Smote,Best First,No cost sensitive,13021.0,3732.0,1434.0,1193.0,0.7772339282516564,0.9160686646967778,0.6709077809083986,0.22956294978384045,
TAJO,output-mean,55.89,50.0,50.0,Naive Bayes,Smote,Best First,No cost sensitive,5493.5,1578.75,700.0,625.75,0.7872131779962974,0.8857427062808424,0.7230165236528686,0.2652153145268772,
TAJO,1,55.25,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive threshold,968.0,252.0,51.0,21.0,0.7934426229508197,0.9787664307381193,0.8288617031571711,0.1999510057432157,
TAJO,2,56.32,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive threshold,2602.0,811.0,311.0,152.0,0.7623791385877527,0.9448075526506899,0.7112398171125583,0.26876348813044526,
TAJO,3,56.12,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive threshold,6317.0,2188.0,336.0,203.0,0.7427395649617872,0.9688650306748466,0.6810567934333466,0.13437049906128293,
TAJO,4,55.88,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive threshold,13845.0,4551.0,615.0,369.0,0.7526092628832355,0.9740396791895315,0.6709077809083986,0.12539600877311727,
TAJO,output-mean,55.89,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive threshold,5933.0,1950.5,328.25,186.25,0.7627926473458988,0.9666196733132969,0.7230165236528686,0.1821202504270153,
TAJO,1,55.25,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive learning,968.0,252.0,51.0,21.0,0.7934426229508197,0.9787664307381193,0.5735416312106438,0.1999510057432157,
TAJO,2,56.32,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive learning,2602.0,811.0,311.0,152.0,0.7623791385877527,0.9448075526506899,0.6109955766818512,0.26876348813044526,
TAJO,3,56.12,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive learning,6317.0,2188.0,336.0,203.0,0.7427395649617872,0.9688650306748466,0.5509935296004977,0.13437049906128293,
TAJO,4,55.88,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive learning,13845.0,4551.0,615.0,369.0,0.7526092628832355,0.9740396791895315,0.5465436491185752,0.12539600877311727,
TAJO,output-mean,55.89,50.0,50.0,Naive Bayes,Smote,Best First,Sensitive learning,5933.0,1950.5,328.25,186.25,0.7627926473458988,0.9666196733132969,0.570518596652892,0.1821202504270153,
