@relation 'TAJO'

@attribute release numeric
@attribute fileName string
@attribute numberOfLines numeric
@attribute numberOfAuthors numeric
@attribute age numeric
@attribute weightAge numeric
@attribute numberOfCommits numeric
@attribute changeSetSize numeric
@attribute avgChangeSetSize numeric
@attribute maxChangeSetSize numeric
@attribute addedLines numeric
@attribute avgAddedLines numeric
@attribute maxAddedLines numeric
@attribute changedLines numeric
@attribute avgChangedLines numeric
@attribute maxChangedLines numeric
@attribute churn numeric
@attribute avgChurn numeric
@attribute maxChurn numeric
@attribute numberOfBugs numeric
@attribute buggy {NO,YES}

@data
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/ExprNormalizer.java,258,1,1,1,60,876,14,40,252,4,16,540,9,32,-36,0,0,5,YES
1,tajo-core/src/test/java/org/apache/tajo/engine/function/TestDateTimeFunctions.java,449,1,1,3,51,669,13,58,1299,25,115,2031,39,186,567,11,44,5,NO
1,tajo-core/tajo-core-backend/src/test/java/tajo/benchmark/TestTPCH.java,92,47,47,1,17,884,52,52,17,1,1,68,4,4,-34,-2,0,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/SelectionNode.java,75,20,20,1,12,480,40,40,12,1,1,24,2,2,0,0,0,1,YES
1,tajo-storage/tajo-storage-hdfs/src/test/java/org/apache/tajo/storage/TestCompressionStorages.java,179,1,1,2,9,345,38,130,70,7,12,103,11,15,37,4,11,3,NO
1,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/engine/planner/TestUniformRangePartition.java,411,20,20,2,24,60,2,3,2220,92,111,2820,117,161,1620,67,74,2,NO
1,tajo-common/src/main/java/tajo/util/TUtil.java,104,47,47,1,17,119,7,7,153,9,9,153,9,9,153,9,9,1,NO
1,tajo-plan/src/main/java/org/apache/tajo/plan/ExprAnnotator.java,959,1,1,2,12,838,69,130,637,53,62,1022,85,96,252,21,28,2,NO
1,tajo-core-tests/src/test/java/org/apache/tajo/engine/planner/physical/TestHashAntiJoinExec.java,218,1,1,1,2,258,129,130,6,3,3,10,5,5,2,1,1,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/rewrite/FilterPushDownRule.java,277,14,14,2,48,576,12,22,1956,40,130,3132,65,206,780,16,54,4,YES
1,tajo-catalog/tajo-catalog-server/src/test/java/org/apache/tajo/catalog/TestCatalog.java,576,20,20,6,102,2250,22,130,1829,17,52,2814,27,109,844,8,51,10,YES
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/NamedExprsManager.java,325,1,1,1,48,768,16,40,2664,55,196,4152,86,303,1176,24,89,4,YES
1,tajo-common/src/main/java/org/apache/tajo/util/BytesUtils.java,211,1,1,2,19,211,11,17,2130,112,182,2154,113,182,2106,110,182,2,NO
1,tajo-storage/tajo-storage-hdfs/src/main/java/org/apache/tajo/storage/HashShuffleAppenderManager.java,225,1,1,2,20,500,25,27,60,3,4,120,6,8,0,0,0,2,NO
1,tajo-core/src/main/java/org/apache/tajo/master/querymaster/QueryMaster.java,608,1,1,2,43,208,4,10,238,5,14,344,8,14,132,3,14,4,NO
1,tajo-plan/src/main/java/org/apache/tajo/plan/expr/AlgebraicUtil.java,498,1,1,2,15,199,13,29,79,5,9,856,57,148,-698,-46,4,3,NO
1,tajo-core-tests/src/test/java/org/apache/tajo/jdbc/TestTajoJdbc.java,607,1,1,1,8,24,3,3,8,1,1,24,3,3,-8,-1,0,1,NO
1,tajo-client/src/main/java/org/apache/tajo/cli/tsql/commands/HelpCommand.java,133,1,1,1,10,10,1,1,10,1,1,20,2,2,0,0,0,1,NO
1,tajo-storage/tajo-storage-hdfs/src/main/java/org/apache/tajo/storage/text/DelimitedTextFile.java,498,1,1,2,46,236,5,10,494,10,41,946,20,76,42,0,6,6,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/StoreTableNode.java,111,20,20,1,12,480,40,40,12,1,1,24,2,2,0,0,0,1,YES
1,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/statistics/TableStats.java,252,3,3,2,46,666,14,27,439,9,18,767,16,28,111,2,12,4,YES
1,tajo-storage/tajo-storage-hdfs/src/main/java/org/apache/tajo/storage/rcfile/RCFile.java,1809,1,1,2,33,303,9,23,86,2,6,198,6,14,-26,0,2,4,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/function/builtin/MaxDouble.java,47,1,1,1,10,230,23,23,60,6,6,430,43,43,-310,-31,0,1,NO
1,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/logical/CreateTableNode.java,133,47,47,1,17,527,31,31,323,19,19,765,45,45,-119,-7,0,1,NO
1,tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/CatalogServer.java,771,20,20,4,88,982,11,29,499,5,14,1260,14,72,-262,-2,4,8,YES
1,tajo-client/src/main/java/org/apache/tajo/cli/HelpCommand.java,135,1,1,2,22,33,1,2,572,26,48,968,44,58,176,8,38,2,NO
1,tajo-client/src/main/java/org/apache/tajo/client/TajoClientImpl.java,287,1,1,1,5,145,29,29,10,2,2,25,5,5,-5,-1,0,1,NO
1,tajo-jdbc/src/main/java/org/apache/tajo/jdbc/TajoStatement.java,322,1,1,2,22,116,5,8,100,4,5,142,6,7,58,2,4,2,NO
1,tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/LocalCatalogWrapper.java,63,10,10,1,12,24,2,2,60,5,5,72,6,6,48,4,4,1,YES
1,tajo-core/src/test/java/org/apache/tajo/cli/TestSimpleParser.java,271,1,1,1,11,77,7,7,1166,106,106,1320,120,120,1012,92,92,1,NO
1,tajo-core-tests/src/test/java/org/apache/tajo/engine/query/TestCommonConditionReduce.java,110,1,1,1,8,48,6,6,880,110,110,880,110,110,880,110,110,1,NO
1,tajo-common/src/main/java/org/apache/tajo/util/graph/DirectedGraphVisitor.java,27,1,1,1,3,48,16,16,9,3,3,12,4,4,6,2,2,1,NO
1,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/SortSpec.java,122,20,20,2,16,376,23,27,68,4,14,136,8,28,0,0,0,2,NO
1,tajo-core/tajo-core-storage/src/main/java/org/apache/tajo/storage/trevni/TrevniAppender.java,201,20,20,1,12,240,20,20,24,2,2,48,4,4,0,0,0,1,YES
1,tajo-core/src/main/java/org/apache/tajo/master/rm/WorkerResourceManager.java,110,1,1,1,10,370,37,37,20,2,2,40,4,4,0,0,0,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/querymaster/Query.java,538,14,14,3,77,505,6,17,1114,14,54,1671,21,89,557,7,26,6,YES
1,tajo-core/tajo-core-backend/src/main/java/tajo/engine/function/builtin/MinString.java,57,42,42,1,17,1105,65,65,34,2,2,68,4,4,0,0,0,1,NO
1,tajo-core/src/main/java/org/apache/tajo/worker/TajoWorkerClientService.java,220,1,1,2,42,296,7,10,275,6,9,431,10,16,119,2,9,4,NO
1,tajo-core/tajo-core-backend/src/main/java/tajo/engine/function/builtin/SumDouble.java,52,42,42,1,17,1105,65,65,34,2,2,68,4,4,0,0,0,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/AlgebraVisitor.java,68,15,15,2,29,690,23,30,284,9,16,539,18,31,29,1,1,2,YES
1,tajo-storage/src/test/java/org/apache/tajo/storage/TestCompressionStorages.java,253,1,1,1,11,44,4,4,132,12,12,132,12,12,132,12,12,1,NO
1,tajo-core/src/test/java/org/apache/tajo/engine/query/TestSortQuery.java,295,1,1,2,52,893,17,58,1878,36,59,2216,42,77,1540,29,49,5,NO
1,tajo-storage/src/main/java/org/apache/tajo/storage/TupleRange.java,104,1,1,1,23,478,20,27,254,11,22,343,14,29,165,7,15,2,NO
1,tajo-core-tests/src/test/java/org/apache/tajo/engine/function/TestPatternMatchingPredicates.java,141,1,1,1,2,258,129,130,2,1,1,4,2,2,0,0,0,1,NO
1,tajo-core/tajo-core-storage/src/main/java/org/apache/tajo/storage/VTuple.java,218,20,20,1,17,85,5,5,85,5,5,85,5,5,85,5,5,1,NO
1,tajo-storage/src/main/java/org/apache/tajo/storage/RowStoreUtil.java,233,1,1,3,58,1490,25,94,1400,24,72,2083,35,122,717,12,38,5,YES
1,tajo-core/src/main/java/org/apache/tajo/util/history/HistoryReader.java,334,1,1,2,26,166,6,11,1110,42,67,1890,72,102,330,12,32,3,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/TajoContainerProxy.java,168,12,12,1,58,937,16,21,247,4,6,661,11,27,-167,-2,5,4,YES
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/CommonHashJoinExec.java,192,1,1,1,2,100,50,50,67,33,37,197,98,102,-63,-31,0,1,NO
1,tajo-core/tajo-core-backend/src/main/java/tajo/engine/function/builtin/MinFloat.java,52,42,42,1,17,1105,65,65,34,2,2,68,4,4,0,0,0,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/ProjectionNode.java,120,20,20,1,24,528,22,40,120,5,9,216,9,14,24,1,4,2,YES
1,tajo-core/src/main/java/org/apache/tajo/master/TajoMasterService.java,170,1,1,1,10,370,37,37,30,3,3,50,5,5,10,1,1,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/ComparableVector.java,404,1,1,1,4,52,13,13,24,6,6,60,15,15,-12,-3,0,1,NO
1,tajo-core/tajo-core-storage/src/main/java/org/apache/tajo/storage/CSVFile.java,572,20,20,2,87,471,5,8,1829,21,127,5059,58,378,-1401,-16,3,6,YES
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/worker/TajoResourceAllocator.java,341,12,12,2,80,915,11,21,636,7,19,1112,13,29,160,2,9,5,NO
1,tajo-storage/tajo-storage-hdfs/src/test/java/org/apache/tajo/storage/TestDelimitedTextFile.java,191,1,1,2,12,278,23,130,188,15,17,202,16,18,174,14,17,2,NO
1,tajo-core/src/test/java/org/apache/tajo/scheduler/TestFifoScheduler.java,109,1,1,1,11,44,4,4,253,23,23,517,47,47,-11,-1,0,1,NO
1,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/engine/query/TestSortQuery.java,150,20,20,3,53,525,9,15,787,14,23,811,15,23,763,14,23,4,YES
1,tajo-core/tajo-core-storage/src/main/java/tajo/storage/trevni/TrevniScanner.java,163,43,43,1,34,1649,48,52,1105,32,43,1836,54,72,374,11,14,2,NO
1,tajo-core/tajo-core-backend/src/test/java/tajo/engine/planner/physical/TestExternalSortExec.java,168,47,47,2,51,2754,54,65,459,9,19,884,17,32,34,0,6,3,NO
1,tajo-core/src/test/java/org/apache/tajo/jdbc/TestResultSet.java,217,1,1,2,21,646,30,58,63,3,3,163,7,13,-37,-1,3,2,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/querymaster/QueryMasterTask.java,521,12,12,3,106,1362,12,33,824,7,55,1622,15,95,26,0,15,8,YES
1,tajo-core/tajo-core-storage/src/main/java/org/apache/tajo/storage/LineReader.java,555,0,0,1,12,72,6,6,6660,555,555,6660,555,555,6660,555,555,1,YES
1,tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/XMLCatalogSchemaManager.java,718,1,1,3,26,262,10,23,346,13,30,452,17,30,240,9,30,3,NO
1,tajo-core-tests/src/test/java/org/apache/tajo/engine/query/TestSimpleQuery.java,179,1,1,1,8,104,13,13,1432,179,179,1432,179,179,1432,179,179,1,NO
1,tajo-core/tajo-core-storage/src/main/java/tajo/storage/CSVFile.java,478,47,47,1,17,765,45,45,816,48,48,1479,87,87,153,9,9,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/eval/EvalNode.java,118,20,20,1,24,696,29,40,60,2,4,72,3,4,48,2,4,2,YES
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/ExprFinder.java,74,1,1,1,11,77,7,7,11,1,1,22,2,2,0,0,0,1,NO
1,tajo-catalog/tajo-catalog-server/src/test/java/tajo/catalog/TestCatalog.java,213,47,47,1,17,442,26,26,289,17,17,629,37,37,-51,-3,0,1,NO
1,tajo-core-tests/src/test/java/org/apache/tajo/cli/tsql/TestTajoCli.java,555,1,1,4,33,432,13,130,621,18,35,670,20,36,572,17,35,8,NO
1,tajo-core/src/main/java/org/apache/tajo/master/LazyTaskScheduler.java,521,1,1,1,10,370,37,37,50,5,5,90,9,9,10,1,1,1,NO
1,tajo-core/src/main/java/org/apache/tajo/querymaster/QueryMasterTask.java,569,1,1,3,25,67,2,4,153,6,9,284,11,13,22,0,6,3,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/join/GreedyHeuristicJoinOrderAlgorithm.java,254,5,5,2,36,480,13,18,312,8,12,348,9,13,276,7,11,3,YES
1,tajo-plan/src/main/java/org/apache/tajo/plan/expr/EvalNode.java,99,1,0,1,1,130,130,130,0,0,0,1,1,1,-1,-1,0,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/function/builtin/AvgDouble.java,104,1,1,2,31,854,27,58,256,8,19,357,11,25,155,5,13,3,NO
1,tajo-rpc/tajo-rpc-protobuf/src/test/java/org/apache/tajo/rpc/TestBlockingRpc.java,431,1,1,1,20,248,12,26,656,32,63,868,43,85,444,22,41,3,NO
1,tajo-core/tajo-core-backend/src/main/java/tajo/master/GlobalPlanner.java,1657,47,47,2,51,1870,36,52,1020,20,32,1785,35,55,255,5,9,3,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/nameresolver/NameResolvingMode.java,80,1,1,1,11,176,16,16,880,80,80,880,80,80,880,80,80,1,NO
1,tajo-common/src/test/java/org/apache/tajo/datum/TestTimestampDatum.java,157,1,1,5,70,1160,16,130,369,5,16,527,7,16,211,3,16,8,YES
1,tajo-core/tajo-core-storage/src/test/java/tajo/storage/TestStorageUtil.java,90,47,47,1,17,459,27,27,34,2,2,68,4,4,0,0,0,1,NO
1,tajo-core/src/main/java/org/apache/tajo/querymaster/StageState.java,31,1,1,1,10,70,7,7,10,1,1,10,1,1,10,1,1,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/PreLogicalPlanVerifier.java,195,1,1,2,48,564,11,40,348,7,17,384,8,18,312,6,16,3,YES
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/nameresolver/NameResolver.java,291,1,1,1,11,176,16,16,3201,291,291,3201,291,291,3201,291,291,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/LogicalRootNode.java,41,20,20,1,12,480,40,40,12,1,1,24,2,2,0,0,0,1,YES
1,tajo-core/src/main/java/org/apache/tajo/worker/FetchImpl.java,248,1,1,2,33,99,3,3,583,17,23,693,21,24,473,14,23,3,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/physical/BSTIndexScanExec.java,136,20,20,1,12,1128,94,94,12,1,1,24,2,2,0,0,0,1,YES
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/ShuffleFileWriteNode.java,104,1,1,1,12,60,5,5,36,3,3,48,4,4,24,2,2,1,NO
1,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/physical/HashAggregateExec.java,106,47,47,1,17,1105,65,65,85,5,5,238,14,14,-68,-4,0,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/physical/MergeFullOuterJoinExec.java,335,6,6,1,12,1128,94,94,36,3,3,72,6,6,0,0,0,1,YES
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/TableSubQueryNode.java,158,9,9,1,94,2919,31,94,397,4,13,513,5,15,281,2,11,7,YES
1,tajo-core/src/main/java/org/apache/tajo/engine/function/builtin/MaxLong.java,47,1,1,1,10,230,23,23,10,1,1,320,32,32,-300,-30,0,1,NO
1,tajo-cli/src/main/java/org/apache/tajo/cli/tsql/commands/TajoShellCommand.java,129,1,1,1,4,8,2,2,4,1,1,4,1,1,4,1,1,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/function/builtin/SumDouble.java,102,1,1,1,10,230,23,23,270,27,27,340,34,34,200,20,20,1,NO
1,tajo-common/src/main/java/org/apache/tajo/tuple/memory/UnSafeTuple.java,362,1,1,1,4,48,12,12,56,14,14,56,14,14,56,14,14,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/function/string/RTrim.java,78,1,1,1,10,580,58,58,30,3,3,40,4,4,20,2,2,1,NO
1,tajo-core/src/main/java/org/apache/tajo/ha/HdfsServiceTracker.java,625,1,1,2,26,153,5,15,2014,77,191,3585,137,340,443,17,42,3,NO
1,tajo-storage/src/main/java/org/apache/tajo/storage/MergeScanner.java,198,1,1,1,11,22,2,2,132,12,12,198,18,18,66,6,6,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/worker/DeletionService.java,115,1,1,1,12,96,8,8,1380,115,115,1380,115,115,1380,115,115,1,YES
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/querymaster/QueryMaster.java,448,14,14,2,104,734,7,21,1683,16,59,2202,21,59,1164,11,59,5,YES
1,tajo-core/src/main/java/org/apache/tajo/engine/function/builtin/SumInt.java,67,1,1,2,21,252,12,23,65,3,5,430,20,32,-300,-14,0,2,NO
1,tajo-storage/tajo-storage-hdfs/src/main/java/org/apache/tajo/storage/thirdparty/orc/OrcRecordReader.java,454,1,1,1,3,71,23,24,1362,454,454,1362,454,454,1362,454,454,1,NO
1,tajo-cli/src/main/java/org/apache/tajo/cli/tools/TajoHAAdmin.java,206,1,1,1,9,119,13,15,44,4,5,85,9,13,3,0,1,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/DistinctGroupbySortAggregationExec.java,179,1,1,3,25,338,13,23,288,11,26,531,21,41,45,1,11,3,NO
1,tajo-jdbc/src/main/java/org/apache/tajo/jdbc/TajoMetaDataResultSet.java,87,1,1,1,21,646,30,58,174,8,14,196,9,16,152,7,12,2,NO
1,tajo-core/src/test/java/org/apache/tajo/engine/planner/physical/TestExternalSortExec.java,186,1,0,1,10,270,27,27,0,0,0,20,2,2,-20,-2,0,1,NO
1,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/physical/IndexedStoreExec.java,118,47,47,2,51,2754,54,65,306,6,10,629,12,25,-17,0,2,3,NO
1,tajo-algebra/src/main/java/org/apache/tajo/algebra/DropTable.java,54,16,16,1,12,156,13,13,12,1,1,24,2,2,0,0,0,1,YES
1,tajo-core/src/test/java/org/apache/tajo/engine/query/TestJoinOnPartitionedTables.java,106,1,1,1,11,22,2,2,308,28,28,308,28,28,308,28,28,1,NO
1,tajo-core/tajo-core-backend/src/main/java/tajo/engine/function/builtin/MaxDouble.java,53,42,42,1,17,1105,65,65,34,2,2,68,4,4,0,0,0,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/querymaster/QueryUnit.java,575,14,14,4,72,528,7,14,456,6,16,1212,16,74,-300,-4,8,6,YES
1,tajo-catalog/tajo-catalog-drivers/tajo-hcatalog/src/test/java/org/apache/tajo/catalog/store/TestHCatalogStore.java,324,1,1,3,95,1450,15,94,5114,53,218,10102,106,415,126,1,73,8,YES
1,tajo-storage/src/main/java/org/apache/tajo/storage/avro/AvroUtil.java,77,1,1,1,10,50,5,5,300,30,30,350,35,35,250,25,25,1,YES
1,tajo-core/src/main/java/org/apache/tajo/engine/utils/SchemaUtil.java,88,1,1,1,11,22,2,2,198,18,18,220,20,20,176,16,16,1,NO
1,tajo-jdbc/src/test/java/org/apache/tajo/jdbc/TestTajoJdbc.java,790,1,1,2,4,358,89,130,228,57,99,228,57,99,228,57,99,2,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/rm/TajoWorkerResourceManager.java,420,12,12,3,80,558,6,20,2351,29,86,3830,47,120,872,10,67,5,YES
1,tajo-plan/src/main/java/org/apache/tajo/plan/nameresolver/NameResolver.java,417,1,1,2,16,48,3,4,80,5,8,136,8,13,24,1,3,2,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/event/QueryDiagnosticsUpdateEvent.java,34,20,20,1,12,204,17,17,12,1,1,24,2,2,0,0,0,1,YES
1,tajo-rpc/tajo-rpc-common/src/main/java/org/apache/tajo/rpc/RpcConstants.java,52,1,0,1,4,28,7,7,0,0,0,4,1,1,-4,-1,0,1,NO
1,tajo-common/src/main/java/org/apache/tajo/datum/BooleanDatum.java,184,20,20,1,12,384,32,32,1224,102,102,2340,195,195,108,9,9,1,YES
1,tajo-core/src/test/java/org/apache/tajo/TajoTestingCluster.java,763,1,1,3,124,1386,11,58,1940,15,50,2540,20,77,1340,10,34,12,NO
1,tajo-core/src/test/java/org/apache/tajo/engine/query/TestCaseByCases.java,166,1,1,1,32,218,6,16,542,16,35,575,17,38,509,15,32,3,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/physical/HashFullOuterJoinExec.java,252,6,6,2,36,1680,46,94,84,2,3,156,4,6,12,0,1,3,YES
1,tajo-core/tajo-core-backend/src/test/java/tajo/MiniTajoYarnCluster.java,163,47,47,1,34,1275,37,65,34,1,1,68,2,2,0,0,0,2,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/BasicLogicalPlanVisitor.java,331,1,1,1,11,110,10,10,11,1,1,22,2,2,0,0,0,1,NO
1,tajo-storage/src/test/java/org/apache/tajo/storage/s3/InMemoryFileSystemStore.java,175,1,1,1,12,96,8,8,2100,175,175,2100,175,175,2100,175,175,1,YES
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/PhysicalPlannerImpl.java,1137,1,1,1,13,276,21,50,106,8,20,228,17,48,-16,-1,0,2,NO
1,tajo-core/src/test/java/org/apache/tajo/engine/planner/TestPreLogicalPlanVerifier.java,74,1,1,1,11,33,3,3,814,74,74,814,74,74,814,74,74,1,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/TaskSchedulerImpl.java,510,20,20,3,75,691,9,20,360,4,11,606,8,21,114,1,3,5,YES
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/function/string/Lpad.java,90,1,1,1,12,72,6,6,36,3,3,60,5,5,12,1,1,1,YES
1,tajo-common/src/main/java/org/apache/tajo/validation/PathValidator.java,34,1,1,2,20,100,5,8,40,2,3,60,3,4,20,1,2,2,NO
1,tajo-core/src/main/java/org/apache/tajo/querymaster/Task.java,900,1,1,1,10,70,7,7,40,4,4,50,5,5,30,3,3,1,NO
1,tajo-core/tajo-core-backend/src/main/java/tajo/engine/query/ResultSetImpl.java,2208,47,47,3,51,816,16,45,510,10,22,748,14,22,272,5,22,3,NO
1,tajo-core-tests/src/test/java/org/apache/tajo/engine/planner/TestEvalNodeToExprConverter.java,406,1,1,1,1,130,130,130,2,2,2,4,4,4,0,0,0,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/eval/AlgebraicUtil.java,414,1,1,1,11,22,2,2,11,1,1,11,1,1,11,1,1,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/global/ExecutionBlock.java,161,1,1,2,26,332,12,16,490,18,108,648,24,161,332,12,56,4,NO
1,tajo-core/tajo-core-backend/src/test/java/tajo/engine/query/TestResultSetImpl.java,123,47,47,1,34,1649,48,52,34,1,1,204,6,11,-136,-4,1,2,NO
1,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/statistics/StatisticsUtil.java,143,20,20,2,38,506,13,17,448,11,30,709,18,44,187,4,29,4,YES
1,tajo-cli/src/main/java/org/apache/tajo/cli/tools/TajoAdmin.java,454,1,1,1,9,119,13,15,35,3,4,54,6,6,16,1,2,1,NO
1,tajo-core/src/main/java/org/apache/tajo/worker/ResourceAllocator.java,29,1,1,1,10,370,37,37,30,3,3,60,6,6,0,0,0,1,NO
1,tajo-common/src/main/java/org/apache/tajo/validation/Validators.java,81,1,1,1,10,80,8,8,40,4,4,40,4,4,40,4,4,1,NO
1,tajo-core/tajo-core-backend/src/test/java/tajo/TpchTestBase.java,116,47,47,1,34,1649,48,52,697,20,35,782,23,38,612,18,32,2,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/LogicalPlanPreprocessor.java,481,1,1,1,55,473,8,16,1034,18,31,1419,25,35,649,11,30,5,NO
1,tajo-core/tajo-core-storage/src/test/java/org/apache/tajo/storage/TestLazyTuple.java,220,9,9,1,41,383,9,20,262,6,18,444,10,18,80,1,18,3,YES
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/physical/ExternalSortExec.java,220,20,20,1,17,187,11,11,68,4,4,136,8,8,0,0,0,1,NO
1,tajo-core/src/main/java/org/apache/tajo/ws/rs/resources/QueryResource.java,419,1,1,1,8,8,1,1,16,2,2,72,9,9,-40,-5,0,1,NO
1,tajo-storage/src/main/java/org/apache/tajo/storage/TupleComparator.java,181,1,1,1,11,88,8,8,209,19,19,220,20,20,198,18,18,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/function/FunctionLoader.java,286,1,1,1,1,6,6,6,1,1,1,2,2,2,0,0,0,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/planner/ExprAnnotator.java,959,1,1,1,22,275,12,16,253,11,22,308,14,26,198,9,18,2,NO
1,tajo-core/src/test/java/org/apache/tajo/master/TestRepartitioner.java,384,1,1,3,30,82,2,3,1394,46,85,1523,50,85,1265,42,85,3,NO
1,tajo-client/src/main/java/org/apache/tajo/jdbc/TajoResultSetBase.java,1211,1,1,2,24,921,38,130,464,19,152,616,25,170,312,13,134,4,NO
1,tajo-core/src/main/java/org/apache/tajo/querymaster/TaskAttempt.java,480,1,1,2,11,38,3,4,59,5,7,139,12,17,-21,-1,1,2,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/function/string/Rpad.java,92,1,1,1,10,580,58,58,30,3,3,40,4,4,20,2,2,1,NO
1,tajo-client/src/main/java/org/apache/tajo/cli/tsql/TajoCli.java,698,1,1,2,40,360,9,23,230,5,9,360,9,14,100,2,5,4,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/parser/SQLAnalyzer.java,1197,16,16,3,210,2771,13,33,1835,8,22,2504,11,34,1166,5,17,15,YES
1,tajo-plan/src/main/java/org/apache/tajo/plan/rewrite/rules/AccessPathRewriter.java,130,1,1,1,8,104,13,13,8,1,1,8,1,1,8,1,1,1,NO
1,tajo-common/src/main/java/org/apache/tajo/util/CommonTestingUtil.java,59,20,20,1,17,119,7,7,34,2,2,34,2,2,34,2,2,1,NO
1,tajo-storage/src/main/java/org/apache/tajo/storage/Tuple.java,72,1,1,1,11,154,14,14,22,2,2,22,2,2,22,2,2,1,NO
1,tajo-core/tajo-core-backend/src/main/java/tajo/engine/function/builtin/CountValue.java,25,42,42,1,17,1105,65,65,34,2,2,68,4,4,0,0,0,1,NO
1,tajo-core/src/main/java/org/apache/tajo/engine/json/CoreGsonHelper.java,94,1,1,1,10,580,58,58,20,2,2,20,2,2,20,2,2,1,NO
1,tajo-plan/src/main/java/org/apache/tajo/plan/expr/EvalTreeUtil.java,600,1,1,4,46,442,9,50,1078,23,66,1764,38,101,392,8,51,6,NO
1,tajo-core/src/main/java/org/apache/tajo/master/querymaster/SubQuery.java,1208,1,1,5,143,1146,8,37,1805,12,55,2707,18,83,903,6,27,13,NO
1,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/global/ExecutionBlock.java,128,5,5,2,36,408,11,22,12,0,1,468,13,29,-444,-12,0,3,YES
1,tajo-storage/src/test/java/org/apache/tajo/storage/TestStorages.java,673,1,1,3,67,392,5,14,2300,34,88,2481,37,96,2119,31,80,6,NO
